chave_estavel,codigo,codigo_original,descricao,ordem,tipo,folha_mensuravel
5b4279a9-4c6b-511b-94b6-35a9674f5447,SINAPI:105024,105024,"VERGA MOLDADA IN LOCO EM CONCRETO, ESPESSURA DE *10* CM. AF_03/2024",109,item,True
828bceb0-31d0-5007-b062-884bb9193865,SINAPI:93187,93187,"VERGA MOLDADA IN LOCO EM CONCRETO, ESPESSURA DE *20* CM. AF_03/2024",110,item,True
2ed205e4-a6fd-5440-a608-b6f1379551a4,SINAPI:105030,105030,"CONTRAVERGA MOLDADA IN LOCO EM CONCRETO, ESPESSURA DE *10* CM. AF_03/2024",111,item,True
ab26948f-aeda-5e7b-bd00-0b4e0b3d172d,UFCA:G0001,G0001,"ALVENARIA DE VEDAÇÃO COM ELEMENTO VAZADO DE CONCRETO, QUADRICULADO, 16 FUROS *40 X 40 X 7* CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA",112,item,True
cf8db6dd-2fe2-5f97-a4d7-a6e70efa1a47,SINAPI:93200,93200,FIXAÇÃO (ENCUNHAMENTO) DE ALVENARIA DE VEDAÇÃO COM ARGAMASSA APLICADA COM BISNAGA. AF_03/2024,113,item,True
7f11e1a5-2b94-561f-83ea-a4ee4084d4cf,UFCA:G0002,G0002,"FIXAÇÃO (ENCUNHAMENTO) DE ALVENARIA DE VEDAÇÃO COM ARGAMASSA, COM ADITIVO IMPERMEABILIZANTE, APLICADA COM BISNAGA",114,item,True
5e511ae2-c4a9-57a1-bd46-436217226ed1,,,ESQUADRIAS,115,grupo,False
379acfa6-213f-5047-bae9-1a284c32f408,UFCA:H0004,H0004,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",116,item,True
630d8d31-9a25-55f6-8382-1b28a5159553,UFCA:H0005,H0005,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",117,item,True
f63222a1-0ef7-5ce2-9146-71de9d7a8430,UFCA:H0006,H0006,"PORTÃO PIVOTANTE NYLOFOR, COMPOSTO DE QUADRO, PAINÉIS E ACESSÓRIOS COM PINTURA ELETROSTÁTICA COM TINTA POLIESTER, NAS CORES VERDE OU BRANCA, COM POSTE EM AÇO REVESTIDO, COR VERDE OU BRANCA - FORNECIMENTO E MONTAGEM",118,item,True
0a854fa3-6f41-5931-9a6d-c1a84214ea63,UFCA:H0025,H0025,"PORTA DE METALON COM DOBRADIÇA, FERROLHO E CADEADO",119,item,True
fd35eabb-abc6-57ee-99bf-b693c6b27fc9,UFCA:H0024,H0024,"GRADIL DE TELA 5 X 5 CM, COM MOLDURA EM CANTONEIRA E BARRA CHATA, SEM PINTURA",120,item,True
96cb900c-175e-5dfd-8a92-4706bffac729,UFCA:H0023,H0023,"GUARDA-CORPO DE AÇO GALVANIZADO DE 1,10M COM MONTANTES A CADA 1M, COM ESPERA CHUMBADA EM PISO DURANTE A CONCRETAGEM",121,item,True
b4fe030d-c2b5-593d-861b-cc3266b32a90,SINAPI:99855,99855,"CORRIMÃO SIMPLES, DIÂMETRO EXTERNO = 1 1/2"", EM AÇO GALVANIZADO. AF_04/2019_PS",122,item,True
390d6139-736a-5bc3-9905-809c889d1fe5,UFCA:H0052,H0052,"TELA PENEIRA EM AÇO GALVANIZADO, MALHA 8, FIO 26 E ESQUADRO EM MADEIRA",123,item,True
78578fb9-3df1-581b-91fd-933a9ce9da9a,UFCA:H0008,H0008,INSTALAÇÃO DE PELÍCULA ESPELHADA SOBRE VIDRO,124,item,True
309bdbe0-c80f-5a3a-9903-d6751d283193,SINAPI:94570,94570,"JANELA DE ALUMÍNIO DE CORRER COM 2 FOLHAS PARA VIDROS, COM VIDROS, BATENTE, ACABAMENTO COM ACETATO OU BRILHANTE E FERRAGENS. EXCLUSIVE ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019",125,item,True
8caaecdc-5550-56c4-b892-904e6997306b,SINAPI:94569,94569,"JANELA DE ALUMÍNIO TIPO MAXIM-AR, COM VIDROS, BATENTE E FERRAGENS. EXCLUSIVE ALIZAR, ACABAMENTO E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019",126,item,True
3c656d27-ca38-56b0-ab7f-73b45ca0c865,SINAPI:100674,100674,"JANELA FIXA DE ALUMÍNIO PARA VIDRO, COM VIDRO, BATENTE E FERRAGENS. EXCLUSIVE ACABAMENTO, ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019",127,item,True
a976b33d-607d-53b4-b6fb-d8743416cc0a,SINAPI:94589,94589,"CONTRAMARCO DE ALUMÍNIO, FIXAÇÃO COM ARGAMASSA - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",128,item,True
cfeef1c5-6eb2-56e9-987b-dd771063c938,UFCA:H0050,H0050,PRENDEDOR METÁLICO PARA PORTA,129,item,True
8ddce60e-c044-587e-b6f1-ed778ef03b22,UFCA:H0011,H0011,"PORTA EM ALUMÍNIO DE ABRIR TIPO VENEZIANA, FIXAÇÃO COM PARAFUSOS, EXCLUSIVE GUARNIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",130,item,True
62c9c570-70f6-5ec9-a708-5a7c6dce2dcd,UFCA:H0058,H0058,"PORTA EM ALUMÍNIO DE CORRER TIPO VENEZIANA, INCLUSIVE DOBRADIÇAS, PERFIS, ROLDANA E FECHADURA",131,item,True
aad4cded-ed24-5945-a624-eed902911c8e,UFCA:H0054,H0054,FERROLHO PARA PORTAS DAS CABINES DOS BANHEIROS,132,item,True
a501f5df-5ffa-5fff-bfce-067e1b02d208,SINAPI:100703,100703,PUXADOR CENTRAL PARA ESQUADRIA DE MADEIRA. AF_12/2019,133,item,True
1b4af449-d014-5ee9-9af2-cf7f7f540cdc,UFCA:H0026,H0026,"ESCADA MARINHEIRO EM BARRA CHATA DE FERRO 2"" X 5/16""",134,item,True
8602c231-3646-5edf-bd23-3b60e6067e75,UFCA:H0027,H0027,"GUARDA-CORPO PARA ESCADA MARINHEIRO, COM 05 (CINCO) BARRAS CHATAS VERTICAIS 1 1/4"" X 3/16"" E ARCO A CADA 30CM DE 1 1/4"" X 3/16"", FIXADA COM PARABOLT - FORNECIMENTO E INSTALAÇÃO",135,item,True
4f4d7105-f504-5190-855e-36f7265ea8dc,SINAPI:90793,90793,"KIT DE PORTA-PRONTA DE MADEIRA EM ACABAMENTO MELAMÍNICO BRANCO, FOLHA PESADA OU SUPERPESADA, 90X210CM, FIXAÇÃO COM PREENCHIMENTO TOTAL DE ESPUMA EXPANSIVA - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",136,item,True
7d911986-4b1b-57d1-815f-4b6c0a54cd21,SINAPI:90791,90791,"KIT DE PORTA-PRONTA DE MADEIRA EM ACABAMENTO MELAMÍNICO BRANCO, FOLHA PESADA OU SUPERPESADA, 80X210CM, FIXAÇÃO COM PREENCHIMENTO PARCIAL DE ESPUMA EXPANSIVA - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",137,item,True
1c26047e-96ca-5800-b467-16f37fd9ee79,UFCA:H0029,H0029,VISOR COM VIDRO LISO INCOLOR E=4mm E MOLDURA DE MADEIRA REVESTIDA COM LAMINADO MELAMÍNICO,138,item,True
4aa07f60-d1d1-5e22-a034-8e7f1102c5b0,UFCA:H0014,H0014,"PORTA DE MADEIRA, MACIÇA (PESADA OU SUPERPESADA), 2 FOLHAS, 180X210CM, ESPESSURA DE 4,5CM, CAIXÃO DE 14CM. ACABAMENTO EM LAMINADO MELAMÍNICO BRANCO. INCLUSO , ALIZAR - FORNECIMENTO E INSTALAÇÃO, EXCLUSIVE FECHADURA E DOBRADIÇAS",139,item,True
eff3ca67-52a1-5686-9a9f-fc659f236f49,UFCA:H0015,H0015,"DOBRADICA EM ACO/FERRO, 3 1/2"" X 3"", E= 1,9 A 2 MM, COM ANEL, CROMADO OU ZINCADO, TAMPA BOLA, COM PARAFUSOS",140,item,True
5239a425-d7d3-58a2-bc85-ba32c976bca1,SINAPI:100710,100710,"DOBRADIÇA TIPO VAI E VEM EM LATÃO POLIDO 3"". AF_12/2019",141,item,True
1bb199a2-bf72-573e-95a5-74d89c0460db,UFCA:H0056,H0056,"BARRA ANTIPANICO SIMPLES, COM FECHADURA LADO OPOSTO, COR CINZA",142,item,True
935be127-c7e7-5454-8d15-9b198be85967,SINAPI:90830,90830,"FECHADURA DE EMBUTIR COM CILINDRO, EXTERNA, COMPLETA, ACABAMENTO PADRÃO MÉDIO, INCLUSO EXECUÇÃO DE FURO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",143,item,True
373e5e4d-af9f-5441-b8ab-e0c68fd9a7b0,UFCA:H0013,H0013,"PORTA RADIOLÓGICA EM MAD/MAD DE LEI, P/PINTURA, DIM: 0,92X2,12M, LAMINADO DE CHUMBO EMBUTIDO, E=2MM, DOBRADIÇAS REFORÇADAS, FECHADURA AUTOBLOCANTE, MARCA AROUCA, REF.: 108449/40-Z-ZCE OU SIMILAR, MAÇANETA TIPO ALAVANCA, INCLUSIVE BATENTES DE MADEIRA.",144,item,True
22891ff0-96c0-5536-9cc3-1ef86b030336,UFCA:H0017,H0017,REVESTIMENTO C/LAMINADO MELAMÍNICO COLADO,145,item,True
24be094f-623f-5678-b683-7bda3a3db177,SINAPI:100327,100327,"RUFO EXTERNO/INTERNO EM CHAPA DE AÇO GALVANIZADO NÚMERO 26, CORTE DE 33 CM, INCLUSO IÇAMENTO. AF_07/2019",146,item,True
3ee98e13-292a-5596-849c-996f70e3f8b4,UFCA:H0007,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",147,item,True
554604ad-535b-5903-98c9-5297ac324794,UFCA:H0053,H0053,"BARRA DE APOIO, RETA, FIXA, EM AÇO INOX, L=40CM, D=1 1/4”, JACKWAL OU SIMILAR",148,item,True
50cf6ecb-db9a-572e-8f73-0914c6553663,UFCA:H0018,H0018,"PEITORIL GRANITO CINZA POLIDO, ESPESSURA 2CM, ASSENTADO COM ARGAMASSA 1:6 COM ADITIVO",149,item,True
3c7893a0-5970-5241-a91c-eef2a2ed098f,UFCA:H0055,H0055,ALÇAPÃO EM CHAPA DE AÇO 70X70 CM,150,item,True
e5b76b08-51bb-5926-82db-432d045edfa3,UFCA:H0010,H0010,"PORTA EM AÇO, EM CHAPA GALVANIZADA Nº24, RAIADA, DE ENROLAR",151,item,True
1afd54c1-5231-5694-935a-9a61cb7b438c,UFCA:H0028,H0028,"VISOR PLUMBÍFERO COM MOLDURA, ESP=80MM (NACIONAL)",152,item,True
68863046-1085-58d5-842e-f48bf5b14dea,UFCA:R0010,R0010,PINGADOR METÁLICO/ALUMÍNIO ( 1 X 1) CM P/ FACHADAS,153,item,True
2eb51787-d5fd-5e24-a542-b1bcb8a3d352,,,COBERTURA,154,grupo,False
69d8471b-dca7-5309-8774-21356ec1c9e8,SINAPI:94207,94207,"TELHAMENTO COM TELHA ONDULADA DE FIBROCIMENTO E = 6 MM, COM RECOBRIMENTO LATERAL DE 1/4 DE ONDA PARA TELHADO COM INCLINAÇÃO MAIOR QUE 10°, COM ATÉ 2 ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",155,item,True
62a1a260-434e-52b2-907d-11cbec546731,SINAPI:92580,92580,"TRAMA DE AÇO COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",156,item,True
d2c2dcac-6ffd-5462-af98-0f6a3236768c,UFCA:O0003,O0003,"REVESTIMENTO EM ALUMÍNIO TIPO ALUCOBOND, E=0,3MM, EM ESTRUTURA METÁLICA AUXILIAR DE PERFIL ""U"" 2"", COM FORNECIMENTO E MONTAGEM, INCLUSIVE PINTURA KAYNAR 500 COM SEIS CAMADAS",157,item,True
2fa62707-ccc4-5e81-ad28-2076bf500dbe,SINAPI:100327,100327,"RUFO EXTERNO/INTERNO EM CHAPA DE AÇO GALVANIZADO NÚMERO 26, CORTE DE 33 CM, INCLUSO IÇAMENTO. AF_07/2019",158,item,True
4093a359-5493-5219-b1a5-43361fddf54c,,,INSTALAÇÕES ELÉTRICAS,159,grupo,False
547ba37d-0bb3-5846-a8b5-c6ac98d0f731,,,ALIMENTADORES ELÉTRICOS,160,grupo,False
254d1af1-30b0-539a-9a09-5017e91b0875,,,CABOS E TERMINAIS DOS CABOS,161,grupo,False
61bed269-14b9-56d9-9b3d-70884178b24c,SINAPI:91931,91931,"CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",162,item,True
6023b713-2e7e-5c3d-8be7-cb5b317ed16e,SINAPI:92980,92980,"CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",163,item,True
8b01f0ff-f233-51c8-9c3d-1f5ffb6419b1,SINAPI:92982,92982,"CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",164,item,True
de68b663-8320-527f-a6b0-725e71c68d6d,SINAPI:101889,101889,"CABO DE COBRE ISOLADO, 25 MM², ANTI-CHAMA 0,6/1 KV, INSTALADO EM ELETROCALHA OU PERFILADO - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",165,item,True
d30639c6-b589-551e-b9b0-2286f2686e41,UFCA:J0134,J0134,"CABO DE COBRE ISOLADO, 50 MM², ANTI-CHAMA 0,6/1 KV, INSTALADO EM ELETROCALHA OU PERFILADO - FORNECIMENTO E INSTALAÇÃO",166,item,True
0578168d-3795-5b7b-ba79-a35bbf51806c,UFCA:J0135,J0135,"TERMINAL OLHAL PARA CABO DE 4,00MM2 À 6,00MM2",167,item,True
c1c8f34a-5894-5f91-9412-d978e14f3677,UFCA:J0136,J0136,TERMINAL A COMPRESSÃO PARA CABO DE 10 mm² A 16mm²,168,item,True
be13c6e4-6272-5a12-9a85-5f945acdcafc,UFCA:J0137,J0137,TERMINAL A COMPRESSÃO PARA CABO DE 25 mm² A 35mm²,169,item,True
2de0bdc4-f5a9-52b7-bfe2-1e91f54ef811,UFCA:J0138,J0138,TERMINAL A COMPRESSÃO PARA CABO DE 50 mm² A 120mm²,170,item,True
c9760725-2f56-5a39-9d80-0b5cf853ff12,,,ELETROCALHA E ACESSÓRIOS,171,grupo,False
cfbc82d5-06b5-52ce-a062-a66c40c307c4,UFCA:J0125,J0125,ELETROCALHA PERFURADA 50x200mm - FORNECIMENTO E INSTALAÇÃO,172,item,True
ece1755f-244f-5b90-9138-a9260e2b58b8,UFCA:J0128,J0128,EMENDA INTERNA PARA ELETROCALHA PERFURADA 50x200mm - FORNECIMENTO E INSTALAÇÃO,173,item,True
a7f7e524-339d-5071-962b-65d5fe026b19,UFCA:J0140,J0140,TÊ VERTICAL PARA DERIVAÇÃO EM ELETROCALHA 50x200mm - FORNECIMENTO E INSTALAÇÃO,174,item,True
cdba4e15-8efe-5c75-a30d-faad6863c74b,UFCA:J0129,J0129,TÊ HORIZONTAL PARA ELETROCALHA PERFURADA 50x200mm - FORNECIMENTO E INSTALAÇÃO,175,item,True
fd22b232-74d0-56de-a1cd-0498f194afd0,UFCA:J0142,J0142,CURVA VERTICAL PARA ELETROCALHA 50x200mm - FORNECIMENTO E INSTALAÇÃO,176,item,True
3285e9a8-a92f-5e6e-8941-a09f76bc46c9,UFCA:J0132,J0132,CURVA HORIZONTAL 90° PARA ELETROCALHA 50x200mm - FORNECIMENTO E INSTALAÇÃO,177,item,True
caf66e10-ce71-5175-99b3-86a43d0aa129,UFCA:J0144,J0144,CRUZETA PARA ELETROCALHA PERFURADA 50x200mm - FORNECIMENTO E INSTALAÇÃO,178,item,True
30da2be0-4f3d-59fb-8bbb-cfd47f207957,UFCA:J0130,J0130,REDUÇÃO CONCÊNTRICA DA ELETROCALHA PERFURADA 50x200mm / 50x100mm - FORNECIMENTO E INSTALAÇÃO,179,item,True
a678c93d-0d0e-53a2-85e0-3588e22c26bc,UFCA:J0147,J0147,"SUPORTE TIRANTE PARA ELETROCALHA 50x200mm COM VERGALHÃO, PORCAS, ARRUELAS E PARABOLTS - FORNECIMENTO E INSTALAÇÃO",180,item,True
704d5cdf-ba79-5939-89dc-539f08523d55,SINAPI:104772,104772,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023",181,item,True
2efeeeda-bb36-5ec3-a7c3-df83828cc46e,UFCA:J0124,J0124,ELETROCALHA PERFURADA 50x100mm - FORNECIMENTO E INSTALAÇÃO,182,item,True
deed935e-cbd4-5b8a-b0b0-ed80f47aafcc,UFCA:J0188,J0188,TÊ HORIZONTAL PARA ELETROCALHA PERFURADA 50x100mm - FORNECIMENTO E INSTALAÇÃO,183,item,True
7ddac202-e96e-512b-a92b-4d0d8da42042,,,ELETRODUTOS E ACESSÓRIOS,184,grupo,False
ffcd1b04-a1b5-5b4b-9071-81b63e79b4b1,SINAPI:97667,97667,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 50 (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",185,item,True
9a17cd02-dc79-5dae-8e42-629520608401,SINAPI:93008,93008,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",186,item,True
01340cf5-db7a-5348-8c34-5dbda58d1152,SINAPI:93018,93018,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",187,item,True
a779af2a-57b9-5e37-b57d-706dcb1baa68,SINAPI:93013,93013,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",188,item,True
c8eff486-d804-5708-a3c8-be981d1ce19b,SINAPI:91869,91869,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",189,item,True
4154e0d0-1301-520e-bff4-2e193bbb046d,SINAPI:91873,91873,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",190,item,True
951550fc-b9fa-5344-b85c-71d36e6d6faa,SINAPI:91908,91908,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",191,item,True
a9f43004-9d3c-5fca-97dd-f11b079580e8,SINAPI:91881,91881,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",192,item,True
19d3ccb7-d6fd-51bc-9ed5-f804a53cf7b2,SINAPI:91886,91886,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",193,item,True
ca6dcbe8-d7c4-5cfc-b261-0a2d146736d2,SINAPI:91872,91872,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",194,item,True
50825847-9e34-5a6b-8898-82b620c3865f,SINAPI:91917,91917,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",195,item,True
63bdfb9b-1607-58ca-92d6-5ed15f4e0843,SINAPI:91885,91885,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",196,item,True
76381603-53b0-56f0-a1dc-a1caffbfa376,SINAPI:104785,104785,"FIXAÇÃO DE ELETRODUTOS, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO D COM PARAFUSO DE FIXAÇÃO 1 1/4"", FIXADA DIRETAMENTE NA LAJE OU PAREDE. AF_09/2023",197,item,True
0941d234-516c-5556-b595-54f4843ce3f5,SINAPI:104768,104768,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",198,item,True
8d7227eb-dac9-5b72-9d94-e5c10f3f0557,SINAPI:91944,91944,"CAIXA RETANGULAR 4"" X 4"" BAIXA (0,30 M DO PISO), PVC, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",199,item,True
4f8f6738-5c31-5304-bac0-85d9e01f0cac,SINAPI:97888,97888,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M. AF_12/2020",200,item,True
faff6fd8-0f43-5cae-a50d-00279c3fc495,SINAPI:93358,93358,ESCAVAÇÃO MANUAL DE VALA. AF_09/2024,201,item,True
5b3cbd25-97c6-5cb5-87a7-72eb2a281aec,SINAPI:104737,104737,"REATERRO MANUAL DE VALAS, COM PLACA VIBRATÓRIA. AF_08/2023",202,item,True
aed8eda0-f9f0-5184-8ae9-f78e014bb420,,,ILUMINAÇÃO EXTERNA,203,grupo,False
de6d8fb2-fa08-5a17-8041-a77ffe40b7f2,,,"POSTES, LUMINÁRIAS, CAIXAS, CABOS E ACESSÓRIOS",204,grupo,False
4462b3e4-f699-582f-bfeb-227e2636e82c,UFCA:J0170,J0170,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO, H = 6 M",205,item,True
8c2ff023-d0b7-59f8-9c86-df77cc59d4ff,UFCA:J0171,J0171,POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=12M CARGA NOMINAL MENOR OU IGUAL A 1000 DN,206,item,True
60dff982-41c3-55bf-ad80-5a2cd73e6075,UFCA:J0172,J0172,"BRACO P/ LUMINARIA PUBLICA (DUPLO) 2 X 1,50 M, EM TUBO ACO GALV 3/4, P/ FIXACAO EM POSTE OU PAREDE - FORNECIMENTO E INSTALACAO",207,item,True
3582de85-31d1-58d4-8414-b8f2d5befd81,UFCA:J0173,J0173,"BRACO P/ LUMINARIA PUBLICA (TRIPLO) 3 X 1,50 M, EM TUBO ACO GALV 3/4, P/ FIXACAO EM POSTE OU PAREDE - FORNECIMENTO E INSTALACAO",208,item,True
832e0cfe-3827-5036-a9a3-3698aa56b577,SINAPI:97667,97667,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 50 (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",209,item,True
d0264137-e6b8-5324-97e4-6ce35835ef0f,UFCA:J0121,J0121,FITA DE ADVERTÊNCIA DE REDE ELÉTRICA ENTERRADA,210,item,True
fc82ebba-413d-5ed4-adc7-fec59c5b3db7,SINAPI:97883,97883,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,5 M. AF_12/2020",211,item,True
0f5a0f29-8780-527c-b5a8-b6cf86443d14,SINAPI:95565,95565,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",212,item,True
04c79955-7cc8-501c-9630-04c687c450ea,SINAPI:90105,90105,"ESCAVAÇÃO MECANIZADA DE VALA COM PROFUNDIDADE ATÉ 1,5 M (MÉDIA MONTANTE E JUSANTE/UMA COMPOSIÇÃO POR TRECHO), RETROESCAV. (0,26 M3), LARGURA MENOR QUE 0,8 M, EM SOLO DE 1A CATEGORIA, LOCAIS COM BAIXO NÍVEL DE INTERFERÊNCIA. AF_09/2024",213,item,True
660d8ed9-dd09-5c7d-87d4-8b3b8ce543a0,SINAPI:93378,93378,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",214,item,True
4de34d52-3a95-5355-98de-c543778c4a68,SINAPI:101658,101658,"LUMINÁRIA DE LED PARA ILUMINAÇÃO PÚBLICA, DE 138 W ATÉ 180 W - FORNECIMENTO E INSTALAÇÃO. AF_08/2020",215,item,True
dccf8c2a-193c-5d53-bbdf-8a125993924c,SINAPI:101657,101657,"LUMINÁRIA DE LED PARA ILUMINAÇÃO PÚBLICA, DE 98 W ATÉ 137 W - FORNECIMENTO E INSTALAÇÃO. AF_08/2020",216,item,True
a4b109b8-1258-5b2d-9d59-54ffb7f4d063,UFCA:J0175,J0175,REFLETOR DE LED EM ALUMÍNIO COM DRIVE INTERNO. LUZ BRANCA. POTÊNCIA ATÉ 150W.,217,item,True
68fc0267-d1c9-5de9-b365-11c5f9b733d1,SINAPI:91863,91863,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",218,item,True
