Categoria,Código da composição,Grupo,Subcategoria,Tipo,Código,Banco,Descrição,Classificação,Und,Quant.,Valor Unit,Total
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.16,12,CONEXÕES,Insumo,7140,SINAPI,"TE SOLDAVEL, PVC, 90 GRAUS, 32 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",Material,UN,"1,0000000","2,94","2,94"
AR CONDICIONADO,22.2,22,,Insumo,00007140,SINAPI,"TE SOLDAVEL, PVC, 90 GRAUS, 32 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",Material,UN,"1,0000000","2,94","2,94"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.20,12,CONEXÕES,Insumo,7141,SINAPI,"TE SOLDAVEL, PVC, 90 GRAUS, 40 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",Material,UN,"1,0000000","7,18","7,18"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.21,12,CONEXÕES,Insumo,7142,SINAPI,"TE SOLDAVEL, PVC, 90 GRAUS,50 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",Material,UN,"1,0000000","7,50","7,50"
PAISAGISMO/URBANIZAÇÃO,19.1.1,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00007156,SINAPI,"TELA DE ACO SOLDADA NERVURADA, CA-60, Q-196, (3,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM",Material,m²,"1,0816000","18,78","20,31"
ESQUADRIAS,8.23,8,,Insumo,00007164,SINAPI,"TELA DE ARAME ONDULADA, FIO *2,77* MM (12 BWG), MALHA 5 X 5 CM, H = 2 M",Material,m²,"1,0000000","34,00","34,00"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.13,2,,Insumo,00007243,SINAPI,"TELHA TRAPEZOIDAL EM ACO ZINCADO, SEM PINTURA, ALTURA DE APROXIMADAMENTE 40 MM, ESPESSURA DE 0,50 MM E LARGURA UTIL DE 980 MM",Material,m²,"0,5853000","42,01","24,58"
COBERTURA,9.1,9,,Insumo,00007243,SINAPI,"TELHA TRAPEZOIDAL EM ACO ZINCADO, SEM PINTURA, ALTURA DE APROXIMADAMENTE 40 MM, ESPESSURA DE 0,50 MM E LARGURA UTIL DE 980 MM",Material,m²,"1,1660000","42,01","48,98"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.14,2,,Insumo,00007247,SINAPI,"LOCACAO DE TEODOLITO ELETRONICO, PRECISAO ANGULAR DE 5 A 7 SEGUNDOS, INCLUINDO TRIPE",Equipamento,H,"0,0020000","2,07","0,00"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.14,2,,Insumo,00007252,SINAPI,"LOCACAO DE NIVEL OPTICO, COM PRECISAO DE 0,7 MM, AUMENTO DE 32X",Equipamento,H,"0,0020000","2,07","0,00"
PAISAGISMO/URBANIZAÇÃO,19.2.6,19,PAISAGISMO,Insumo,00007253,SINAPI,TERRA VEGETAL (GRANEL),Material,m³,"0,0129000","248,57","3,20"
INSTALAÇÕES ELÉTRICAS,10.1.2.4,10,MALHA DE TERRA,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"38,6910000","0,46","17,79"
INSTALAÇÕES ELÉTRICAS,10.1.6.1,10,CAIXAS DE PASSAGEM E MANILHAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"134,7640000","0,46","61,99"
INSTALAÇÕES ELÉTRICAS,10.2.4.1,10,CAIXAS DE PASSAGEM E MANILHAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"134,7640000","0,46","61,99"
INSTALAÇÕES ELÉTRICAS,10.6.3.5,10,ELETRODUTOS E ACESSÓRIOS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"134,7640000","0,46","61,99"
INSTALAÇÕES LÓGICA/TELEFÔNICA/SOM,11.2.3.1,11,CAIXAS DE PASSAGEM E MANILHAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"134,7640000","0,46","61,99"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.3.1,12,CAIXAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"131,8188000","0,46","60,63"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.3.2,12,CAIXAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"31,3274000","0,46","14,41"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.2.3,14,SISTEMA DE HIDRANTES - CAIXAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"90,0000000","0,46","41,40"
SERVIÇOS COMPLEMENTARES,18.1.2.7,18,CONEXÕES,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"97,3869000","0,46","44,79"
SERVIÇOS COMPLEMENTARES,18.1.3.1,18,CAIXAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"131,8188000","0,46","60,63"
SERVIÇOS COMPLEMENTARES,18.1.3.3,18,CAIXAS,Insumo,00007258,SINAPI,TIJOLO CERAMICO MACICO COMUM DE *5 X 10 X 20* CM (L X A X C),Material,UN,"31,3274000","0,46","14,41"
ALVENARIA/VEDAÇÃO/DIVISÓRIA,7.1,7,,Insumo,00007271,SINAPI,"BLOCO CERAMICO / TIJOLO VAZADO PARA ALVENARIA DE VEDACAO, 8 FUROS NA HORIZONTAL DE 9 X 19 X 19 CM (L X A X C)",Material,UN,"28,3100000","0,68","19,25"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.8.4,14,SISTEMA DE HIDRANTES - PINTURA,Insumo,00007292,SINAPI,TINTA ESMALTE SINTETICO PREMIUM BRILHANTE,Material,L,"0,2549000","26,65","6,79"
PINTURA,17.17,17,,Insumo,00007292,SINAPI,TINTA ESMALTE SINTETICO PREMIUM BRILHANTE,Material,L,"0,2549000","26,65","6,79"
INSTALAÇÕES ELÉTRICAS,10.5.2.2,10,LUMINÁRIAS E LÂMPADAS,Insumo,7294,ORSE,"Luminária fluorescente 2 x 20 w, ref: A01, Abalux ou similar",Material,Un,"1,0000000","102,40","102,40"
PINTURA,17.21,17,,Insumo,00007304,SINAPI,"TINTA EPOXI BASE AGUA PREMIUM, BRANCA",Material,L,"0,3220000","54,98","17,70"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.2,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0060000","28,74","0,17"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.3,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0090000","28,74","0,25"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.4,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0060000","28,74","0,17"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.3.1,14,SISTEMA DE HIDRANTES - TUBOS E CONEXÕES,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0070000","28,74","0,20"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.3.3,14,SISTEMA DE HIDRANTES - TUBOS E CONEXÕES,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0070000","28,74","0,20"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.3.4,14,SISTEMA DE HIDRANTES - TUBOS E CONEXÕES,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0070000","28,74","0,20"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.3.5,14,SISTEMA DE HIDRANTES - TUBOS E CONEXÕES,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0070000","28,74","0,20"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.3.6,14,SISTEMA DE HIDRANTES - TUBOS E CONEXÕES,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,0110000","28,74","0,31"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.8.3,14,SISTEMA DE HIDRANTES - PINTURA,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,1098000","28,74","3,15"
PINTURA,17.16,17,,Insumo,00007307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),Material,L,"0,1098000","28,74","3,15"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.8.5,14,SISTEMA DE HIDRANTES - PINTURA,Insumo,00007313,SINAPI,"TINTA ASFALTICA IMPERMEABILIZANTE DILUIDA EM SOLVENTE, PARA MATERIAIS CIMENTICIOS, METAL E MADEIRA",Material,L,"0,3000000","15,82","4,74"
PISOS,21.2,21,,Insumo,00007334,SINAPI,ADITIVO ADESIVO LIQUIDO PARA ARGAMASSAS DE REVESTIMENTOS CIMENTICIOS,Material,L,"0,2100000","11,51","2,41"
PISOS,21.3,21,,Insumo,00007334,SINAPI,ADITIVO ADESIVO LIQUIDO PARA ARGAMASSAS DE REVESTIMENTOS CIMENTICIOS,Material,L,"0,2100000","11,51","2,41"
PAISAGISMO/URBANIZAÇÃO,19.3.1,19,PINTURA- URBANIZAÇÃO,Insumo,00007343,SINAPI,"TINTA ACRILICA A BASE DE SOLVENTE, PARA SINALIZACAO HORIZONTAL VIARIA (NBR 11862)",Material,L,"0,4270000","29,22","12,47"
PAISAGISMO/URBANIZAÇÃO,19.3.5,19,PINTURA- URBANIZAÇÃO,Insumo,00007343,SINAPI,"TINTA ACRILICA A BASE DE SOLVENTE, PARA SINALIZACAO HORIZONTAL VIARIA (NBR 11862)",Material,L,"0,0430000","29,22","1,25"
PINTURA,17.9,17,,Insumo,00007348,SINAPI,TINTA ACRILICA PREMIUM PARA PISO,Material,L,"0,4270000","16,86","7,19"
PINTURA,17.14,17,,Insumo,00007348,SINAPI,TINTA ACRILICA PREMIUM PARA PISO,Material,L,"0,4270000","16,86","7,19"
PAISAGISMO/URBANIZAÇÃO,19.3.2,19,PINTURA- URBANIZAÇÃO,Insumo,00007348,SINAPI,TINTA ACRILICA PREMIUM PARA PISO,Material,L,"0,0430000","16,86","0,72"
PAISAGISMO/URBANIZAÇÃO,19.3.3,19,PINTURA- URBANIZAÇÃO,Insumo,00007348,SINAPI,TINTA ACRILICA PREMIUM PARA PISO,Material,L,"0,1070000","16,86","1,80"
PAISAGISMO/URBANIZAÇÃO,19.3.4,19,PINTURA- URBANIZAÇÃO,Insumo,00007348,SINAPI,TINTA ACRILICA PREMIUM PARA PISO,Material,L,"0,4270000","16,86","7,19"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.15,2,,Insumo,00007356,SINAPI,"TINTA LATEX ACRILICA PREMIUM, COR BRANCO FOSCO",Material,L,"0,0256000","25,13","0,64"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.7.1,14,SISTEMA DE HIDRANTES - ESCAVAÇÃO E REATERRO DE VALAS,Insumo,00007356,SINAPI,"TINTA LATEX ACRILICA PREMIUM, COR BRANCO FOSCO",Material,L,"0,0011000","25,13","0,02"
PINTURA,17.4,17,,Insumo,00007356,SINAPI,"TINTA LATEX ACRILICA PREMIUM, COR BRANCO FOSCO",Material,L,"0,2285000","25,13","5,74"
PINTURA,17.7,17,,Insumo,00007356,SINAPI,"TINTA LATEX ACRILICA PREMIUM, COR BRANCO FOSCO",Material,L,"0,2132000","25,13","5,35"
SERVIÇOS COMPLEMENTARES,18.2.5,18,GRANITO/ MAPAS,Insumo,7480,ORSE,"Filete em granito cinza andorinha, l=4 cm, e= 2 cm, com acabamento aboleado",Material,m,"1,0300000","45,47","46,83"
ESQUADRIAS,8.1,8,,Insumo,00007568,SINAPI,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",Material,UN,"3,2730000","0,74","2,42"
ESQUADRIAS,8.7,8,,Insumo,00007568,SINAPI,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",Material,UN,"4,8166000","0,74","3,56"
ESQUADRIAS,8.18,8,,Insumo,00007568,SINAPI,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",Material,UN,"8,8000000","0,74","6,51"
SERVIÇOS COMPLEMENTARES,18.2.3,18,GRANITO/ MAPAS,Insumo,00007568,SINAPI,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",Material,UN,"3,2730000","0,74","2,42"
PISOS,21.14,21,,Insumo,00007568,SINAPI,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",Material,UN,"1,1581000","0,74","0,85"
INSTALAÇÕES ELÉTRICAS,10.1.1.5,10,SUBESTAÇÃO,Insumo,00007576,SINAPI,"SUPORTE EM ACO GALVANIZADO PARA TRANSFORMADOR PARA POSTE DUPLO T 185 X 95 MM, CHAPA DE 5/16""",Material,UN,"1,0000000","113,04","113,04"
REVESTIMENTOS,15.14,15,,Insumo,00007583,SINAPI,"BUCHA DE NYLON SEM ABA S8, COM PARAFUSO DE 4,80 X 50 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",Material,UN,"2,5000000","0,50","1,25"
REVESTIMENTOS,15.15,15,,Insumo,00007583,SINAPI,"BUCHA DE NYLON SEM ABA S8, COM PARAFUSO DE 4,80 X 50 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",Material,UN,"2,5000000","0,50","1,25"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.7,2,,Insumo,00007602,SINAPI,"TORNEIRA DE METAL AMARELO, PARA TANQUE / JARDIM, DE PAREDE, COM BICO PLASTICO, CANO CURTO, AREA EXTERNA, PADRAO POPULAR / USO GERAL, 1/2"" OU 3/4""",Material,UN,"1,0000000","35,22","35,22"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.8,2,,Insumo,00007602,SINAPI,"TORNEIRA DE METAL AMARELO, PARA TANQUE / JARDIM, DE PAREDE, COM BICO PLASTICO, CANO CURTO, AREA EXTERNA, PADRAO POPULAR / USO GERAL, 1/2"" OU 3/4""",Material,UN,"1,0000000","35,22","35,22"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.10,2,,Insumo,00007602,SINAPI,"TORNEIRA DE METAL AMARELO, PARA TANQUE / JARDIM, DE PAREDE, COM BICO PLASTICO, CANO CURTO, AREA EXTERNA, PADRAO POPULAR / USO GERAL, 1/2"" OU 3/4""",Material,UN,"0,0170000","35,22","0,59"
INSTALAÇÕES ELÉTRICAS,10.1.1.4,10,SUBESTAÇÃO,Insumo,00007620,SINAPI,"TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 225 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL",Material,UN,"1,0000000","27.062,48","27.062,48"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.1,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,7696,SINAPI,"TUBO ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, DN 2"", E = *3,65* MM, PESO *5,10* KG/M (NBR 5580)",Material,M,"1,0390000","60,46","62,81"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.3.2,14,SISTEMA DE HIDRANTES - TUBOS E CONEXÕES,Insumo,00007701,SINAPI,"TUBO ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, DN 2.1/2"", E = *3,65* MM, PESO *6,51* KG/M (NBR 5580)",Material,M,"1,0390000","75,04","77,96"
SERVIÇOS COMPLEMENTARES,18.1.1.6,18,TUBOS,Insumo,7745,SINAPI,"TUBO DE CONCRETO ARMADO PARA AGUAS PLUVIAIS, CLASSE PA-1, COM ENCAIXE PONTA E BOLSA, DIAMETRO NOMINAL DE 400 MM",Material,M,"1,0300000","109,98","113,27"
INSTALAÇÕES ELÉTRICAS,10.6.2.4,10,ELETROCALHA E ACESSÓRIOS,Insumo,8314,ORSE,Redução concêntrica 200 x 50mm / 100 x 50mm para eletrocalha metálica (ref. mopa ou similar),Material,un,"1,0000000","29,27","29,27"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.5.2,14,SISTEMA DE HIDRANTES - BOMBAS,Insumo,8470,AGESUL,"CHAVE DE FLUXO 1"" - FLUXOSTATO",Material,UN,"1,0000000","120,80","120,80"
INSTALAÇÕES LÓGICA/TELEFÔNICA/SOM,11.2.1.1,11,CABO DE FIBRA ÓPTICA,Insumo,8926,ORSE,Cabo de fibra ótica de 6 vias,Material,m,"1,0000000","11,79","11,79"
INSTALAÇÕES LÓGICA/TELEFÔNICA/SOM,11.1.4.4,11,ELETROCALHA E ACESSÓRIOS,Insumo,8945,ORSE,"Curva horizontal 100 x 100 mm para eletrocalha metálica, com ângulo 90°",Material,un,"1,0000000","15,48","15,48"
SERVIÇOS COMPLEMENTARES,18.2.3,18,GRANITO/ MAPAS,Insumo,9092,ORSE,Mapa Tátil em acrílico 70 x 50cm,Material,un,"1,0000000","1.386,19","1.386,19"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.6.2,14,SISTEMA DE HIDRANTES - FIXAÇÕES,Insumo,9783,ORSE,"Barra roscada zincada ø 3/8""",Material,m,"1,0000000","6,16","6,16"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.7,2,,Insumo,00009835,SINAPI,"TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"3,0000000","5,24","15,72"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.8,2,,Insumo,00009835,SINAPI,"TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"3,0000000","5,24","15,72"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.10,2,,Insumo,00009835,SINAPI,"TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"0,2051000","5,24","1,07"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.1.1,12,TUBOS,Insumo,9835,SINAPI,"TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"1,0549000","5,24","5,52"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.7,2,,Insumo,00009836,SINAPI,"TUBO PVC SERIE NORMAL, DN 100 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"3,0000000","11,99","35,97"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.8,2,,Insumo,00009836,SINAPI,"TUBO PVC SERIE NORMAL, DN 100 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"3,0000000","11,99","35,97"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.10,2,,Insumo,00009836,SINAPI,"TUBO PVC SERIE NORMAL, DN 100 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"0,2051000","11,99","2,45"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.1.3,12,TUBOS,Insumo,9836,SINAPI,"TUBO PVC SERIE NORMAL, DN 100 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"1,0549000","11,99","12,64"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.6.1,14,SISTEMA DE HIDRANTES - FIXAÇÕES,Insumo,00009836,SINAPI,"TUBO PVC SERIE NORMAL, DN 100 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"0,1500000","11,99","1,79"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.7,2,,Insumo,00009838,SINAPI,"TUBO PVC SERIE NORMAL, DN 50 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"3,0000000","8,65","25,95"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.8,2,,Insumo,00009838,SINAPI,"TUBO PVC SERIE NORMAL, DN 50 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"3,0000000","8,65","25,95"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.10,2,,Insumo,00009838,SINAPI,"TUBO PVC SERIE NORMAL, DN 50 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"0,2051000","8,65","1,77"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.1.2,12,TUBOS,Insumo,9838,SINAPI,"TUBO PVC SERIE NORMAL, DN 50 MM, PARA ESGOTO PREDIAL (NBR 5688)",Material,M,"1,0549000","8,65","9,12"
SERVIÇOS COMPLEMENTARES,18.1.1.3,18,TUBOS,Insumo,00009840,SINAPI,"TUBO PVC, SERIE R, DN 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)",Material,M,"1,0353000","47,70","49,38"
SERVIÇOS COMPLEMENTARES,18.1.1.4,18,TUBOS,Insumo,00009840,SINAPI,"TUBO PVC, SERIE R, DN 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)",Material,M,"1,0353000","47,70","49,38"
SERVIÇOS COMPLEMENTARES,18.1.1.1,18,TUBOS,Insumo,9841,SINAPI,"TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)",Material,M,"1,0353000","22,58","23,37"
SERVIÇOS COMPLEMENTARES,18.1.1.2,18,TUBOS,Insumo,00009841,SINAPI,"TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)",Material,M,"1,0353000","22,58","23,37"
SERVIÇOS COMPLEMENTARES,18.6.2,18,POÇO PROFUNDO,Insumo,00009853,SINAPI,"TUBO PVC DE REVESTIMENTO GEOMECANICO NERVURADO REFORCADO, DN = 200 MM, COMPRIMENTO = 2 M",Material,M,"1,0000000","210,19","210,19"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.7,2,,Insumo,00009868,SINAPI,"TUBO PVC, SOLDAVEL, DE 25 MM, AGUA FRIA (NBR-5648)",Material,M,"6,0000000","3,23","19,38"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.8,2,,Insumo,00009868,SINAPI,"TUBO PVC, SOLDAVEL, DE 25 MM, AGUA FRIA (NBR-5648)",Material,M,"6,0000000","3,23","19,38"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.1.2,12,TUBOS,Insumo,9869,SINAPI,"TUBO PVC, SOLDAVEL, DE 32 MM, AGUA FRIA (NBR-5648)",Material,M,"1,0493000","6,98","7,32"
AR CONDICIONADO,22.1,22,,Insumo,00009869,SINAPI,"TUBO PVC, SOLDAVEL, DE 32 MM, AGUA FRIA (NBR-5648)",Material,M,"1,0493000","6,98","7,32"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.1.5,12,TUBOS,Insumo,00009872,SINAPI,"TUBO PVC, SOLDAVEL, DE 85 MM, AGUA FRIA (NBR-5648)",Material,M,"1,0493000","45,56","47,80"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.10,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,9873,SINAPI,"TUBO PVC, SOLDAVEL, DE 60 MM, AGUA FRIA (NBR-5648)",Material,M,"1,0493000","19,76","20,73"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.1.3,12,TUBOS,Insumo,00009874,SINAPI,"TUBO PVC, SOLDAVEL, DE 40 MM, AGUA FRIA (NBR-5648)",Material,M,"1,0493000","10,95","11,48"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.1.4,12,TUBOS,Insumo,9875,SINAPI,"TUBO PVC, SOLDAVEL, DE 50 MM, AGUA FRIA (NBR-5648)",Material,M,"1,0493000","12,02","12,61"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.11,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,9875,SINAPI,"TUBO PVC, SOLDAVEL, DE 50 MM, AGUA FRIA (NBR-5648)",Material,M,"1,0493000","12,02","12,61"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.9,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,9910,SINAPI,"UNIAO PVC, SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL",Material,UN,"1,0000000","55,95","55,95"
SERVIÇOS COMPLEMENTARES,18.2.1,18,GRANITO/ MAPAS,Insumo,10090,ORSE,Prateleira em granito cinza andorinha esp= 2cm,Material,m²,"1,0000000","408,08","408,08"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.4.2,14,SISTEMA DE HIDRANTES - VÁLVULAS E REGISTROS,Insumo,00010405,SINAPI,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 2 1/2"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",Material,UN,"1,0000000","494,50","494,50"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.5,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,10408,SINAPI,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 2"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",Material,UN,"1,0000000","345,80","345,80"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.3.7,12,REGISTROS E VÁLVULAS,Insumo,10409,SINAPI,"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 1 1/2"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA",Material,UN,"1,0000000","246,82","246,82"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.7,2,,Insumo,00010422,SINAPI,"BACIA SANITARIA (VASO) COM CAIXA ACOPLADA, SIFAO APARENTE, DE LOUCA BRANCA (SEM ASSENTO)",Material,UN,"1,0000000","328,98","328,98"
