Categoria,Código da composição,Grupo,Subcategoria,Tipo,Código,Banco,Descrição,Classificação,Und,Quant.,Valor Unit,Total
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.3,12,CONEXÕES,Insumo,0000 00000122,SINAPI,"LUVA PVC SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL",Material,UN,"1,0000000","1,55","1,55"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.4,12,CONEXÕES,Insumo,0000 00000122,SINAPI,"TE SOLDAVEL, PVC, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",Material,UN,"1,0000000","0,94","0,94"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.12,12,CONEXÕES,Insumo,0000 00000122,SINAPI,"CURVA DE PVC 90 GRAUS, SOLDAVEL, 32 MM, COR MARROM, PARA AGUA FRIA PREDIAL",Material,UN,"1,0000000","5,02","5,02"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.27,12,CONEXÕES,Insumo,0000 00000122 89987,SINAPI,"LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 50 MM, PARA AGUA FRIA PREDIAL",Material,UN,"1,0000000","22,22","22,22"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.3,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,0000 00003148,SINAPI,"TE DE FERRO GALVANIZADO, DE 2""",Material,UN,"1,0000000","59,25","59,25"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.10,12,CONEXÕES,Insumo,000 00020083 89383,SINAPI,"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL",Material,UN,"1,0000000","4,17","4,17"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.4.3,12,SERVIÇOS DIVERSOS,Insumo,000 93288,SINAPI,"CAIXA D'AGUA / RESERVATORIO EM POLIESTER REFORCADO COM FIBRA DE VIDRO, 20000 LITROS, COM TAMPA",Material,UN,"1,0000000","10.288,65","10.288,65"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.11,12,CONEXÕES,Insumo,65,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA",Material,UN,"1,0000000","0,70","0,70"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.24,12,CONEXÕES,Insumo,74,SINAPI,"ADAPTADOR PVC, SOLDAVEL, COM FLANGES LIVRES, 85 MM X 3"", PARA CAIXA D'AGUA",Material,UN,"1,0000000","237,62","237,62"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.25,12,CONEXÕES,Insumo,102,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 85 MM X 3"", PARA AGUA FRIA",Material,UN,"1,0000000","20,86","20,86"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.14,12,CONEXÕES,Insumo,108,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 32 MM X 1"", PARA AGUA FRIA",Material,UN,"1,0000000","1,39","1,39"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.17,12,CONEXÕES,Insumo,109,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/4"", PARA AGUA FRIA",Material,UN,"1,0000000","2,88","2,88"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.18,12,CONEXÕES,Insumo,112,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA",Material,UN,"1,0000000","3,47","3,47"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.8,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,113,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 60 MM X 2"", PARA AGUA FRIA",Material,UN,"1,0000000","8,70","8,70"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.1,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0082000","49,67","0,40"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.2,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0071000","49,67","0,35"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.3,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0094000","49,67","0,46"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.4,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0106000","49,67","0,52"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.5,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0059000","49,67","0,29"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.6,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0071000","49,67","0,35"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.7,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0118000","49,67","0,58"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.8,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0094000","49,67","0,46"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.9,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0059000","49,67","0,29"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.10,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0059000","49,67","0,29"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.11,12,CONEXÕES,Insumo,00000122,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA",Material,UN,"0,0059000","49,67","0,29"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.12,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0094000","49,67","0,46"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.13,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0082000","49,67","0,40"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.14,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0082000","49,67","0,40"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.15,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0118000","49,67","0,58"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.16,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0141000","49,67","0,70"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.17,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0106000","49,67","0,52"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.18,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0129000","49,67","0,64"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.19,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0165000","49,67","0,81"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.20,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0176000","49,67","0,87"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.21,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0247000","49,67","1,22"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.22,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0353000","49,67","1,75"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.23,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0165000","49,67","0,81"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.24,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0176000","49,67","0,87"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.25,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0176000","49,67","0,87"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.26,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0353000","49,67","1,75"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.27,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0165000","49,67","0,81"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.8,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0106000","49,67","0,52"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.9,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0212000","49,67","1,05"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.12,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0212000","49,67","1,05"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.13,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0212000","49,67","1,05"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.14,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0165000","49,67","0,81"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.15,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0165000","49,67","0,81"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.1,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0099000","49,67","0,49"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.2,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0099000","49,67","0,49"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.8,12,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0099000","49,67","0,49"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.4.1,12,RALOS/CAIXA SIFONADA,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0292000","49,67","1,45"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.4.2,12,RALOS/CAIXA SIFONADA,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0292000","49,67","1,45"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.4.3,12,RALOS/CAIXA SIFONADA,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0049000","49,67","0,24"
SERVIÇOS COMPLEMENTARES,18.1.2.3,18,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0245000","49,67","1,21"
SERVIÇOS COMPLEMENTARES,18.1.2.4,18,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0306000","49,67","1,51"
SERVIÇOS COMPLEMENTARES,18.1.2.6,18,CONEXÕES,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0049000","49,67","0,24"
AR CONDICIONADO,22.2,22,,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0141000","49,67","0,70"
AR CONDICIONADO,22.3,22,,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0094000","49,67","0,46"
AR CONDICIONADO,22.4,22,,Insumo,00000122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",Material,UN,"0,0094000","49,67","0,46"
ALVENARIA/VEDAÇÃO/DIVISÓRIA,7.7,7,,Insumo,00000123,SINAPI,"ADITIVO IMPERMEABILIZANTE DE PEGA NORMAL PARA ARGAMASSAS E CONCRETOS SEM ARMACAO, LIQUIDO E ISENTO DE CLORETOS",Material,L,"0,0392000","8,29","0,32"
"IMPERMEABILIZAÇÃO, ISOLAÇÃO TÉRMICA E ACÚSTICA",13.1,13,,Insumo,00000135,SINAPI,"ARGAMASSA POLIMERICA IMPERMEABILIZANTE SEMIFLEXIVEL, BICOMPONENTE, A BASE DE CIMENTO E ADITIVOS",Material,KG,"3,4615000","3,80","13,15"
ESQUADRIAS,8.7,8,,Insumo,00000142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,Material,310ML,"0,8829000","39,74","35,08"
ESQUADRIAS,8.13,8,,Insumo,00000142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,Material,310ML,"0,2110000","39,74","8,38"
ESQUADRIAS,8.18,8,,Insumo,00000142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,Material,310ML,"1,6130000","39,74","64,10"
ESQUADRIAS,8.21,8,,Insumo,00000142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,Material,310ML,"0,2110000","39,74","8,38"
COBERTURA,9.4,9,,Insumo,00000142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,Material,310ML,"0,0920000","39,74","3,65"
COBERTURA,9.5,9,,Insumo,00000142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,Material,310ML,"0,0810000","39,74","3,21"
COBERTURA,9.6,9,,Insumo,00000142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,Material,310ML,"0,2110000","39,74","8,38"
PINTURA,17.8,17,,Insumo,00000151,SINAPI,"IMPERMEABILIZANTE INCOLOR, BASE SILICONE, PARA TRATAMENTO DE FACHADAS, TELHAS, PEDRAS E OUTRAS SUPERFICIES",Material,L,"0,5000000","32,16","16,08"
ESQUADRIAS,8.11,8,,Insumo,262,ORSE,"Barra quadrada de ferro 3/4"" (2,85 kg/m)",Material,m,"2,2000000","23,76","52,27"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.3,12,CONEXÕES,Insumo,00000296,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688)",Material,UN,"2,0000000","2,14","4,28"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.4,12,CONEXÕES,Insumo,00000296,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688)",Material,UN,"2,0000000","2,14","4,28"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.7,12,CONEXÕES,Insumo,00000296,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688)",Material,UN,"1,0000000","2,14","2,14"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.10,12,CONEXÕES,Insumo,00000296,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688)",Material,UN,"3,0000000","2,14","6,42"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.11,12,CONEXÕES,Insumo,00000296,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688)",Material,UN,"3,0000000","2,14","6,42"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.12,12,CONEXÕES,Insumo,00000296,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688)",Material,UN,"1,0000000","2,14","2,14"
SERVIÇOS COMPLEMENTARES,18.1.2.1,18,CONEXÕES,Insumo,299,SINAPI,"ANEL BORRACHA, DN 100 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL",Material,UN,"2,0000000","4,46","8,92"
SERVIÇOS COMPLEMENTARES,18.1.2.2,18,CONEXÕES,Insumo,00000299,SINAPI,"ANEL BORRACHA, DN 100 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL",Material,UN,"2,0000000","4,46","8,92"
SERVIÇOS COMPLEMENTARES,18.1.2.3,18,CONEXÕES,Insumo,00000299,SINAPI,"ANEL BORRACHA, DN 100 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL",Material,UN,"1,0000000","4,46","4,46"
SERVIÇOS COMPLEMENTARES,18.1.2.4,18,CONEXÕES,Insumo,00000300,SINAPI,"ANEL BORRACHA, DN 150 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL",Material,UN,"1,0000000","15,42","15,42"
SERVIÇOS COMPLEMENTARES,18.1.2.5,18,CONEXÕES,Insumo,00000300,SINAPI,"ANEL BORRACHA, DN 150 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL",Material,UN,"2,0000000","15,42","30,84"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.5,12,CONEXÕES,Insumo,301,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688)",Material,UN,"2,0000000","3,80","7,60"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.6,12,CONEXÕES,Insumo,00000301,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688)",Material,UN,"2,0000000","3,80","7,60"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.7,12,CONEXÕES,Insumo,00000301,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688)",Material,UN,"2,0000000","3,80","7,60"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.9,12,CONEXÕES,Insumo,00000301,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688)",Material,UN,"3,0000000","3,80","11,40"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.2.12,12,CONEXÕES,Insumo,00000301,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688)",Material,UN,"2,0000000","3,80","7,60"
SERVIÇOS COMPLEMENTARES,18.5.2,18,CERCAMENTO,Insumo,00000339,SINAPI,"ARAME FARPADO GALVANIZADO, 14 BWG (2,11 MM), CLASSE 250",Material,M,"5,0000000","0,77","3,85"
FORROS,20.4,20,,Insumo,00000345,SINAPI,"ARAME GALVANIZADO 18 BWG, D = 1,24MM (0,009 KG/M)",Material,KG,"0,0217000","18,05","0,39"
SERVIÇOS COMPLEMENTARES,18.5.2,18,CERCAMENTO,Insumo,00000346,SINAPI,"ARAME DE ACO OVALADO 15 X 17 (45,7 KG, 700 KGF), ROLO 1000 M",Material,KG,"0,2700000","14,99","4,04"
PAISAGISMO/URBANIZAÇÃO,19.2.2,19,PAISAGISMO,Insumo,00000358,SINAPI,"MUDA DE ARVORE ORNAMENTAL, OITI/AROEIRA SALSA/ANGICO/IPE/JACARANDA OU EQUIVALENTE DA REGIAO, H= *1* M",Material,UN,"1,0000000","76,54","76,54"
PAISAGISMO/URBANIZAÇÃO,19.2.1,19,PAISAGISMO,Insumo,00000360,SINAPI,"MUDA DE RASTEIRA/FORRACAO, AMENDOIM RASTEIRO/ONZE HORAS/AZULZINHA/IMPATIENS OU EQUIVALENTE DA REGIAO",Material,UN,"25,0000000","3,60","90,00"
ESQUADRIAS,8.8,8,,Insumo,00000367,SINAPI,"AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0010000","105,35","0,10"
SERVIÇOS COMPLEMENTARES,18.2.2,18,GRANITO/ MAPAS,Insumo,00000367,SINAPI,"AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0040000","105,35","0,42"
INFRA-ESTRUTURA/FUNDAÇÕES SIMPLES,4.24,4,,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,8269000","104,00","85,99"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.3.5,12,LOUÇAS/METAIS E ACESSÓRIOS,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0540000","104,00","5,61"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.2.3,14,SISTEMA DE HIDRANTES - CAIXAS,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0800000","104,00","8,32"
PAISAGISMO/URBANIZAÇÃO,19.1.2,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0066000","104,00","0,68"
PAISAGISMO/URBANIZAÇÃO,19.1.3,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0066000","104,00","0,68"
PAISAGISMO/URBANIZAÇÃO,19.1.4,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0149000","104,00","1,54"
PAISAGISMO/URBANIZAÇÃO,19.1.5,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0149000","104,00","1,54"
PAISAGISMO/URBANIZAÇÃO,19.1.6,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0066000","104,00","0,68"
PAISAGISMO/URBANIZAÇÃO,19.1.7,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0066000","104,00","0,68"
PAISAGISMO/URBANIZAÇÃO,19.1.8,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Insumo,00000370,SINAPI,"AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",Material,m³,"0,0568000","104,00","5,90"
INSTALAÇÕES ELÉTRICAS,10.1.1.9,10,SUBESTAÇÃO,Insumo,00000379,SINAPI,"ARRUELA QUADRADA EM ACO GALVANIZADO, DIMENSAO = 38 MM, ESPESSURA = 3MM, DIAMETRO DO FURO= 18 MM",Material,UN,"16,0000000","1,14","18,24"
INSTALAÇÕES ELÉTRICAS,10.1.5.5,10,ELETRODUTOS E ACESSÓRIOS,Insumo,00000395,SINAPI,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/4"" E PARAFUSO DE FIXACAO",Material,UN,"1,2500000","5,10","6,37"
INSTALAÇÕES ELÉTRICAS,10.2.3.9,10,ELETRODUTOS E ACESSÓRIOS,Insumo,00000395,SINAPI,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/4"" E PARAFUSO DE FIXACAO",Material,UN,"1,2500000","5,10","6,37"
INSTALAÇÕES ELÉTRICAS,10.4.2.7,10,"ELETROCALHAS, ELETRODUTOS E ACESSÓRIOS",Insumo,00000395,SINAPI,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/4"" E PARAFUSO DE FIXACAO",Material,UN,"1,2500000","5,10","6,37"
