,,,,,,,,,,,,,,,,,MOBRA,INSUMO,EQUIP,SERV,,
,,LETRA,GRUPO,FONTE,CODIGO DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UN,TIPO ITEM,REFERÊNCIA,CODIGO ITEM,DESCRIÇÃO ITEM,UNIDADE,COEFICIENTE,PRECO UNITARIO,CUSTO TOTAL,% ENCARGOS SOCIAIS,CUSTO MAO DE OBRA,CUSTO MATERIAL,CUSTO EQUIPAMENTO,CUSTO SERVIÇO,PREÇO UNITÁRIO,COMPOSIÇÃO USADA COMO REFERÊNCIA E OBSERVAÇÕES
,,,,,,,,,,,,,,,,,,,,,,
HEAD3,,G,ALVENARIA/VEDAÇÃO/DIVISÓRIA,UFCA,G0004,DIVISÓRIA DE GRANITO CINZA E=2cm,M2,INSUMO,SINAPI,367,"AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)                                                                                                                                                                                                                                                                                                                                                                                                                               ",M3,"0,0040","131,69","0,52",,,,,,,
HEAD3,,G,ALVENARIA/VEDAÇÃO/DIVISÓRIA,UFCA,G0004,DIVISÓRIA DE GRANITO CINZA E=2cm,M2,INSUMO,SINAPI,1380,CIMENTO BRANCO NAO ESTRUTURAL (CPB - NAO ESTRUTURAL)                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,KG,"0,7000","4,95","3,46",,,,,,,
HEAD3,,G,ALVENARIA/VEDAÇÃO/DIVISÓRIA,UFCA,G0004,DIVISÓRIA DE GRANITO CINZA E=2cm,M2,INSUMO,SINAPI,1379,CIMENTO PORTLAND COMPOSTO CP II-32                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,KG,"1,6000","0,74","1,18",,,,,,,
HEAD3,,G,ALVENARIA/VEDAÇÃO/DIVISÓRIA,UFCA,G0004,DIVISÓRIA DE GRANITO CINZA E=2cm,M2,INSUMO,SEINFRA,I1621,PERFIL BATENTE DE AÇO (14/24)X44MM CHAPA 20 (DIVISÓRIA),KG,"1,3000","4,03","5,23",,,,,,,
HEAD3,,G,ALVENARIA/VEDAÇÃO/DIVISÓRIA,UFCA,G0004,DIVISÓRIA DE GRANITO CINZA E=2cm,M2,INSUMO,SEINFRA,I7895,DIVISÓRIA DE GRANITO CINZA E=2cm,M2,"1,0000","316,05","316,05",,,,,,,
HEAD1,,H,ESQUADRIAS,UFCA,,,,,,,,,,,,,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0001,"ESQUADRIA DE ACRÍLICO COM MOLDURA EM ALUMÍNIO, INCLUSIVE FERRAGENS",M2,,,,,,,,,0,"50,98","142,83",0,0,"193,81","Referência: 10204/ORSE (Porta para armários com moldura em alumínio (alumínio/acrílico), inclusive ferragens)"
HEAD3,,H,ESQUADRIAS,UFCA,H0001,"ESQUADRIA DE ACRÍLICO COM MOLDURA EM ALUMÍNIO, INCLUSIVE FERRAGENS",M2,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"1,0000","28,88","28,88",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0001,"ESQUADRIA DE ACRÍLICO COM MOLDURA EM ALUMÍNIO, INCLUSIVE FERRAGENS",M2,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"1,0000","22,10","22,10",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0001,"ESQUADRIA DE ACRÍLICO COM MOLDURA EM ALUMÍNIO, INCLUSIVE FERRAGENS",M2,INSUMO,ORSE,1689,Parafuso de fixação com bucha plástica 8 mm,cj,"4,0000","0,96","3,84",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0001,"ESQUADRIA DE ACRÍLICO COM MOLDURA EM ALUMÍNIO, INCLUSIVE FERRAGENS",M2,INSUMO,ORSE,10972,"Porta em alumínio e acrílico para armários, inclusive ferragens",m2,"1,0000","138,99","138,99",,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0002,BANDEIRA FIXA EM MADEIRA PARA VIDRO,M2,,,,,,,,,0,"85,02","436,73",0,0,"521,75",Referência: 08091/ORSE (Bandeira fixa em madeira para vidro)
HEAD3,,H,ESQUADRIAS,UFCA,H0002,BANDEIRA FIXA EM MADEIRA PARA VIDRO,M2,MOBRA,SINAPI,88239,AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES,H,"1,8800","23,13","43,48",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0002,BANDEIRA FIXA EM MADEIRA PARA VIDRO,M2,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"1,8800","22,10","41,54",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0002,BANDEIRA FIXA EM MADEIRA PARA VIDRO,M2,INSUMO,SINAPI,5075,PREGO DE ACO POLIDO COM CABECA 18 X 30 (2 3/4 X 10)                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,KG,"0,0020","13,77","0,02",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0002,BANDEIRA FIXA EM MADEIRA PARA VIDRO,M2,INSUMO,ORSE,1130,"Folha de janela em madeira de lei, tipo moldura p/ vidro, dimensões 0,60 x 1, 10m",m2,"1,0000","436,71","436,71",,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0003,"GRADIL DE FERRO EM BARRAS QUADRADAS DE AÇO DE 3/8"" NA VERTICAL, ESPAÇAMENTO 10CM, COM DUAS BARRAS CHATAS 1"" X 1/4"" NA HORIZONTAL, APLICADAS NAS DUAS FACES",M2,,,,,,,,,0,"57,03","193,31",0,"0,58","250,92",Referência:10812/ORSE (Gradil Nylofor 3D)
HEAD3,,H,ESQUADRIAS,UFCA,H0003,,M2,MOBRA,SINAPI,88251,AUXILIAR DE SERRALHEIRO COM ENCARGOS COMPLEMENTARES,H,"0,3974","23,22","9,22",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0003,,M2,MOBRA,SINAPI,88315,SERRALHEIRO COM ENCARGOS COMPLEMENTARES,H,"0,3974","28,66","11,38",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0003,,M2,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"0,4000","28,88","11,55",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0003,,M2,MOBRA,SINAPI,88317,SOLDADOR COM ENCARGOS COMPLEMENTARES,H,"0,8400","29,62","24,88",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0003,"GRADIL DE FERRO EM BARRAS QUADRADAS DE AÇO DE 3/8"" NA VERTICAL, ESPAÇAMENTO 10CM, COM DUAS BARRAS CHATAS 1"" X 1/4"" NA HORIZONTAL, APLICADAS NAS DUAS FACES",M2,SERV,SINAPI,100489,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"0,0010","584,70","0,58",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0003,"GRADIL DE FERRO EM BARRAS QUADRADAS DE AÇO DE 3/8"" NA VERTICAL, ESPAÇAMENTO 10CM, COM DUAS BARRAS CHATAS 1"" X 1/4"" NA HORIZONTAL, APLICADAS NAS DUAS FACES",M2,INSUMO,SINAPI,21008,"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 15 MM (1/2""), E = 2,25 MM, *1,2* KG/M (NBR 5580)                                                                                                                                                                                                                                                                                                                                                                                                        ",M,"9,9389","19,45","193,31",,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0004,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,,,,,,,,,0,"103,48","334,75",0,0,"438,23",Referência:C4726 SEINFRA e 10812/ORSE. Coeficiente de mão de obra reajustada para pagamento por Metro
HEAD3,,H,ESQUADRIAS,UFCA,H0004,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"2,0300","28,88","58,62",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0004,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"2,0300","22,10","44,86",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0004,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,INSUMO,SEINFRA,I9040,"PAINEL NYLOFOR 2,03M x 2,5M (A X L) - MALHA 5 x 20 CM - FIO 5,00MM, REVESTIDO EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA, NAS CORES VERDE OU BRANCA",UN,"0,4000","675,15","270,06",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0004,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,INSUMO,SEINFRA,I9046,"POSTE 40 x 60 MM, PINTURA ELETROSTÁTICA EM POLIESTER, NAS CORES VERDE OU BRANCA ( H=2,50M - COM TAMPA) CHUMBADO",UN,"0,4000","119,56","47,82",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0004,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,INSUMO,SEINFRA,I9048,"FIXADOR POLIAMIDA PARA POSTE, NAS CORES VERDE OU BRANCA",UN,"2,4000","7,03","16,87",,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0005,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,,,,,,,,,0,"52,5","167,56",0,0,"220,06","Referência:C4851 SEINFRA 
e 10812/ORSE"
HEAD3,,H,ESQUADRIAS,UFCA,H0005,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"1,0300","28,88","29,74",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0005,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"1,0300","22,10","22,76",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0005,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,INSUMO,SEINFRA,I9151,"PAINEL NYLOFOR 1,03M x 2,5M (A X L) - MALHA 5 x 20 CM - FIO 4,30MM, REVESTIDO EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA, NAS CORES VERDE OU BRANCA",UN,"0,4000","301,01","120,40",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0005,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,INSUMO,SEINFRA,I9152,"POSTE 40 x 60 MM, PINTURA ELETROSTÁTICA EM POLIESTER, NAS CORES VERDE OU BRANCA (H=1,50M - COM TAMPA) CHUMBADO",UN,"0,4000","89,8","35,92",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0005,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES PRETO OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,INSUMO,SEINFRA,I9048,"FIXADOR POLIAMIDA PARA POSTE, NAS CORES VERDE OU BRANCA",UN,"1,6000","7,03","11,24",,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0006,"PORTÃO PIVOTANTE NYLOFOR, COMPOSTO DE QUADRO, PAINÉIS E ACESSÓRIOS COM PINTURA ELETROSTÁTICA COM TINTA POLIESTER, NAS CORES VERDE OU BRANCA, COM POSTE EM AÇO REVESTIDO, COR VERDE OU BRANCA - FORNECIMENTO E MONTAGEM",M2,,,,,,,,,0,0,"630,91",0,0,"630,91",
HEAD3,,H,ESQUADRIAS,UFCA,H0006,"PORTÃO PIVOTANTE NYLOFOR, COMPOSTO DE QUADRO, PAINÉIS E ACESSÓRIOS COM PINTURA ELETROSTÁTICA COM TINTA POLIESTER, NAS CORES VERDE OU BRANCA, COM POSTE EM AÇO REVESTIDO, COR VERDE OU BRANCA - FORNECIMENTO E MONTAGEM",M2,INSUMO,SEINFRA,I8436,"PORTÃO PIVOTANTE NYLOFOR, COMPOSTO DE QUADRO, PAINÉIS E ACESSÓRIOS COM PINTURA ELETROSTÁTICA COM TINTA POLIESTER, NAS CORES VERDE OU BRANCA, COM POSTE EM AÇO REVESTIDO, COR VERDE OU BRANCA - FORNECIMENTO E MONTAGEM
",M2,"1,0000","630,91","630,91",,,,,,,Referência: SEINFRA
HEAD2,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,,,,,,,,,0,"48,57","903,64",0,0,"952,21","Com base na composição 94806 e 72120 SINAPI
Coeficiente por M2 com base no item 91341"
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"0,9190000","28,88","26,54",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"0,4600000","22,10","10,16",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,MOBRA,SINAPI,88325,VIDRACEIRO COM ENCARGOS COMPLEMENTARES,H,"0,5000000","23,75","11,87",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,INSUMO,SINAPI,142,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS                                                                                                                                                                                                                                                                                                                                                                                                                           ,310ML,"1,6130000","38,65","62,34",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,INSUMO,SINAPI,7568,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS                                                                                                                                                                                                                                                                                                                                                                                  ",UN,"8,8000000","0,92","8,09",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,INSUMO,SINAPI,39021,"PORTA DE ABRIR EM ACO, COM DIVISAO HORIZONTAL PARA VIDROS, 90 X 210 CM, COM FUNDO ANTICORROSIVO/PRIMER DE PROTECAO, INCLUI FECHADURA, MACANETA E PARAFUSO, SEM GUARNICAO/ALIZAR/VISTA, VIDROS NAO INCLUSOS                                                                                                                                                                                                                                                                                                ",UN,"0,5473000","563,67","308,49",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,INSUMO,SINAPI,10498,MASSA PARA VIDRO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,KG,"1,5000000","10,82","16,23",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0007,"PORTA EM AÇO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, FIXAÇÃO COM PARAFUSOS, VIDRO TEMPERADO DE 10 MM - FORNECIMENTO E INSTALAÇÃO",M2,INSUMO,SINAPI,10507,"VIDRO TEMPERADO INCOLOR E = 10 MM, SEM COLOCACAO                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M2,"1,1000","462,27","508,49",,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0008,INSTALAÇÃO DE PELÍCULA ESPELHADA SOBRE VIDRO,M2,,,,,,,,,0,0,"48,55",0,0,"48,55",Com base na composição 11347/ORSE
HEAD3,,H,ESQUADRIAS,UFCA,H0008,INSTALAÇÃO DE PELÍCULA ESPELHADA SOBRE VIDRO,M2,INSUMO,ORSE,7568,Pelicula (filme) tipo fumê espelhado - aplicado,m2,"1,0000","48,55","48,55",,,,,,,valor Junho/2024-1
HEAD2,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,,,,,,,,,0,"28,74","1309,76",0,0,"1338,5",Com base na composição 100674 SINAPI. Valor do vidro de 4 mm foi subtraído da composição da janela de alumínio
HEAD3,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"0,7200000","28,88","20,79",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"0,3600000","22,10","7,95",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,INSUMO,SINAPI,599,"JANELA FIXA, EM ALUMINIO PERFIL 20, 60 X 80 CM (A X L), BATENTE/REQUADRO DE 3 A 14 CM, COM VIDRO 4 MM, SEM GUARNICAO/ALIZAR, ACABAMENTO ALUM BRANCO OU BRILHANTE                                                                                                                                                                                                                                                                                                                                          ",M2,"1,0000000","756,78","756,78",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,INSUMO,SINAPI,4377,"PARAFUSO DE ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 4,2 MM, COMPRIMENTO * 32 * MM                                                                                                                                                                                                                                                                                                                                                                                           ",UN,"17,4130000","0,22","3,83",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,INSUMO,SINAPI,39961,SILICONE ACETICO USO GERAL INCOLOR 280 G                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,UN,"0,4240000","25,54","10,82",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,INSUMO,SINAPI,10492,VIDRO LISO INCOLOR 4MM - SEM COLOCACAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,M2,"1,0000","170,00","-170,00",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0009,JANELA (VISOR) FIXA DE ALUMÍNIO BRANCO COM VIDRO LAMINADO 6 MM (3+3),M2,INSUMO,SINAPI,10496,"VIDRO COMUM LAMINADO, LISO, INCOLOR, DUPLO, ESPESSURA TOTAL 6 MM (CADA CAMADA E= 3 MM) - COLOCADO                                                                                                                                                                                                                                                                                                                                                                                                         ",M2,"1,0000","708,33","708,33",,,,,,,
HEAD2,,H,ESQUADRIAS,UFCA,H0010,"PORTA EM AÇO, EM CHAPA GALVANIZADA Nº24, RAIADA, DE ENROLAR",M2,,,,,,,,,0,"40,78","172,34",0,"10,97","224,09","Com base na composição 
01857/ORSE"
HEAD3,,H,ESQUADRIAS,UFCA,H0010,"PORTA EM AÇO, EM CHAPA GALVANIZADA Nº24, RAIADA, DE ENROLAR",M2,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"0,8000","28,88","23,10",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0010,"PORTA EM AÇO, EM CHAPA GALVANIZADA Nº24, RAIADA, DE ENROLAR",M2,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"0,8000","22,10","17,68",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0010,"PORTA EM AÇO, EM CHAPA GALVANIZADA Nº24, RAIADA, DE ENROLAR",M2,INSUMO,ORSE,1821,"Porta em chapa de aço galvanizado a frio 24 MSG (0,60mm - 4,80kg/m2), raiada  larga",m2,"1,0000000","172,34","172,34",,,,,,,valor Junho/2024-1
HEAD3,,H,ESQUADRIAS,UFCA,H0010,"PORTA EM AÇO, EM CHAPA GALVANIZADA Nº24, RAIADA, DE ENROLAR",M2,SERV,SINAPI,88629,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MANUAL. AF_08/2019",M3,"0,0160","685,88","10,97",,,,,,,valor Junho/2024-1
HEAD2,,H,ESQUADRIAS,UFCA,H0011,"PORTA EM ALUMÍNIO DE ABRIR TIPO VENEZIANA, FIXAÇÃO COM PARAFUSOS, EXCLUSIVE GUARNIÇÃO  - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",M2,,,,,,,,,0,"15,26","394,27",0,0,"409,53","Com base na composição 91341/SINAPI, excluída a guarnição (ALIZAR)"
HEAD3,,H,ESQUADRIAS,UFCA,H0011,"PORTA EM ALUMÍNIO DE ABRIR TIPO VENEZIANA, FIXAÇÃO COM PARAFUSOS, EXCLUSIVE GUARNIÇÃO  - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",M2,MOBRA,SINAPI,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,"0,3826","28,88","11,04",,,,,,,
HEAD3,,H,ESQUADRIAS,UFCA,H0011,"PORTA EM ALUMÍNIO DE ABRIR TIPO VENEZIANA, FIXAÇÃO COM PARAFUSOS, EXCLUSIVE GUARNIÇÃO  - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",M2,MOBRA,SINAPI,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,"0,1910","22,10","4,22",,,,,,,
