,,,,,,,,,,,,,,,,
,,,,,MINISTÉRIO DA EDUCAÇÃO,,,,,,,,,, função ignoraN/D,#NAME?
,,,,,UNIVERSIDADE FEDERAL DO CARIRI,,,,,,,,,,,"Ao final, verificar se esse valor é o mesmo que aparece no MC"
,,,,,DIRETORIA DE INFRAESTRUTURA,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,Obra:,"Hospital Veterinário Universitário do Cariri – HVUCariri com a urbanização do entorno, estacionamento, guarita de acesso, castelo d´agua, rede de média tensão, lanchonete e área de convivência, casa de gerador, baía de resíduos e estação de tratamento de esgoto no campus da Crato da UFCA.",,,,,,,,"Leis Sociais: 115,02%(HORA) 71,66%(MÊS)",,,,,#NAME?
,,Local:,"Rua Ícaro de Sousa Moreira, 126 - Muriti - Crato/CE, CEP 63130-025",,,,,,,,BDI:,,"21,45%",,,#NAME?
,,Tipo:,Construção,,,,,,,,BDI DIFERENCIADO:,,"13,51%",,,#NAME?
,,Data:,11/25/2024,,,,,,,,Referência de custos,,,,,#NAME?
,,,,,,,,,,,Sinapi – Ceará – 10/2024 - Não Desonerada,,,,,
,,,,,,,,,,,Composições UFCA,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,PLANILHA ORÇAMENTÁRIA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bloco,,ITEM,FONTE,CÓDIGO,DISCRIMINAÇÃO DO SERVIÇO,UN,VALOR UNITÁRIO,QUANT.,VALOR TOTAL,VALOR COM BDI,VALOR COM BDI DIFERENCIADO,VALOR TOTAL POR GRUPO SEM BDI,VALOR TOTAL POR GRUPO COM BDI,,,não apagar essa coluna
,,,,,,,,,,,,,,,,
HEAD3,,9.3.1.1.6,SINAPI,97888,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M. AF_12/2020",UN,"515,38","6,00","R$ 3.092,28","R$ 3.755,57",,,,,,
HEAD3,,9.3.1.1.7,SINAPI,93358,ESCAVAÇÃO MANUAL DE VALA. AF_09/2024,M3,"87,42","22,53","R$ 1.969,74","R$ 2.392,24",,,,,,
HEAD3,,9.3.1.1.8,SINAPI,104737,"REATERRO MANUAL DE VALAS, COM PLACA VIBRATÓRIA. AF_08/2023",M3,"22,21","19,46","R$ 432,20","R$ 524,90",,,,,,
HEAD3,,9.3.1.1.9,SINAPI,92998,"CABO DE COBRE FLEXÍVEL ISOLADO, 185 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"187,71","495,00","R$ 92.916,45","R$ 112.847,02",,,,,,
HEAD3,,9.3.1.1.10,UFCA,J0148,TERMINAL A COMPRESSÃO PARA CABO DE 150 mm² A 240mm²,UN,"R$ 48,56","18,00","R$ 874,08","R$ 1.061,57",,,,,,
HEAD2,,9.3.1.2,,,RAMAL DE ALIMENTAÇÃO DO QGBTE,,,,,,,,,,,
HEAD3,,9.3.1.2.1,SINAPI,93012,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"72,79","18,00","R$ 1.310,22","R$ 1.591,26",,,,,,
HEAD3,,9.3.1.2.2,SINAPI,93026,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"74,73","8,00","R$ 597,84","R$ 726,07",,,,,,
HEAD3,,9.3.1.2.3,SINAPI,93017,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"45,79","22,00","R$ 1.007,38","R$ 1.223,46",,,,,,
HEAD3,,9.3.1.2.4,SINAPI,97670,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 100 (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"25,89","40,00","R$ 1.035,60","R$ 1.257,73",,,,,,
HEAD3,,9.3.1.2.5,SINAPI,97888,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M. AF_12/2020",UN,"515,38","1,00","R$ 515,38","R$ 625,92",,,,,,
HEAD3,,9.3.1.2.6,SINAPI,93358,ESCAVAÇÃO MANUAL DE VALA. AF_09/2024,M3,"87,42","7,51","R$ 656,69","R$ 797,55",,,,,,
HEAD3,,9.3.1.2.7,SINAPI,104737,"REATERRO MANUAL DE VALAS, COM PLACA VIBRATÓRIA. AF_08/2023",M3,"22,21","7,00","R$ 155,47","R$ 188,81",,,,,,
HEAD3,,9.3.1.2.8,SINAPI,92996,"CABO DE COBRE FLEXÍVEL ISOLADO, 150 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"153,17","211,20","R$ 32.349,50","R$ 39.288,46",,,,,,
HEAD3,,9.3.1.2.9,SINAPI,92992,"CABO DE COBRE FLEXÍVEL ISOLADO, 95 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"97,46","26,40","R$ 2.572,94","R$ 3.124,83",,,,,,
HEAD3,,9.3.1.2.10,UFCA,J0148,TERMINAL A COMPRESSÃO PARA CABO DE 150 mm² A 240mm²,UN,"R$ 48,56","17,00","R$ 825,52","R$ 1.002,59",,,,,,
HEAD2,,9.3.2,,,GRUPO MOTOR GERADOR,,,,,,,,,,,
HEAD2,,9.3.2.1,,,MALHA DE ATERRAMENTO,,,,,,,,,,,
HEAD3,,9.3.2.1.1,SINAPI,96977,"CORDOALHA DE COBRE NU 50 MM², ENTERRADA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",M,"56,20","32,90","R$ 1.848,98","R$ 2.245,58",,,,,,
HEAD3,,9.3.2.1.2,SINAPI,96985,"HASTE DE ATERRAMENTO, DIÂMETRO 5/8"", COM 3 METROS - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,"77,24","6,00","R$ 463,44","R$ 562,84",,,,,,
HEAD3,,9.3.2.1.3,UFCA,J0032,SOLDA EXOTÉRMICA,UN,"R$ 40,42","6,00","R$ 242,52","R$ 294,54",,,,,,
HEAD3,,9.3.2.1.4,SINAPI,97886,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M. AF_12/2020",UN,"169,97","4,00","R$ 679,88","R$ 825,71",,,,,,
HEAD3,,9.3.2.1.5,SINAPI,93358,ESCAVAÇÃO MANUAL DE VALA. AF_09/2024,M3,"87,42","3,91","R$ 341,37","R$ 414,59",,,,,,
HEAD3,,9.3.2.1.6,SINAPI,104737,"REATERRO MANUAL DE VALAS, COM PLACA VIBRATÓRIA. AF_08/2023",M3,"22,21","3,41","R$ 75,62","R$ 91,84",,,,,,
HEAD2,,9.3.3,,,SUBESTAÇÃO DE ENERGIA ELÉTRICA,,,,,,,,,,,
HEAD2,,9.3.3.1,,, SUBESTAÇÕES ELÉTRICAS AÉREAS DE 300 KVA,,,,,,,,,,,
HEAD3,,9.3.3.1.1,UFCA,J0169,CAIXA DE PROTEÇÃO SECUNDÁRIA EM CHAPA DE AÇO ZINCADA (420X270X200)MM PARA DISJUNTOR TRIFÁSICO DE 100A À 630A. INCLUSO CONEXÕES E SUPORTE PARA FIXAÇÃO NO POSTE - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 262,52","1,00","R$ 262,52","R$ 318,83",,,,,,
HEAD3,,9.3.3.1.2,SINAPI,101899,"DISJUNTOR TERMOMAGNÉTICO TRIPOLAR , CORRENTE NOMINAL DE 600A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,"2.067,60","1,00","R$ 2.067,60","R$ 2.511,10",,,,,,
HEAD3,,9.3.3.1.3,SINAPI,92998,"CABO DE COBRE FLEXÍVEL ISOLADO, 185 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"187,71","108,00","R$ 20.272,68","R$ 24.621,16",,,,,,
HEAD3,,9.3.3.1.4,UFCA,J0148,TERMINAL A COMPRESSÃO PARA CABO DE 150 mm² A 240mm²,UN,"R$ 48,56","9,00","R$ 437,04","R$ 530,78",,,,,,
HEAD3,,9.3.3.1.5,SINAPI,93012,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"72,79","18,00","R$ 1.310,22","R$ 1.591,26",,,,,,
HEAD3,,9.3.3.1.6,SINAPI,93026,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"74,73","6,00","R$ 448,38","R$ 544,55",,,,,,
HEAD3,,9.3.3.1.7,SINAPI,93017,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"45,79","18,00","R$ 824,22","R$ 1.001,01",,,,,,
HEAD3,,9.3.3.1.8,UFCA,J0182,"POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5 ",UN,"R$ 3.033,49","1,00","R$ 3.033,49","R$ 3.684,17",,,,,,
HEAD3,,9.3.3.1.9,UFCA,J0153,PARA RAIO DE DISTRIBUIÇÃO 15 KV TIPO POLIMÉRICO - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 285,45","3,00","R$ 856,35","R$ 1.040,03",,,,,,
HEAD3,,9.3.3.1.10,UFCA,J0154,FITA DE INOX P/ FIXAÇÃO DE ELETRODUTO - FORNECIMENTO E INSTALAÇÃO,M,"R$ 10,15","4,00","R$ 40,60","R$ 49,30",,,,,,
HEAD3,,9.3.3.1.11,UFCA,J0158,"CABO DE ALUMÍNIO SIMPLES, TIPO CAA, BITOLA 4 AWG - FORNECIMENTO E INSTALAÇÃO",M,"R$ 4,29","12,00","R$ 51,48","R$ 62,52",,,,,,
HEAD3,,9.3.3.1.12,UFCA,J0155,CONECTOR CUNHA - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 24,71","3,00","R$ 74,13","R$ 90,03",,,,,,
HEAD3,,9.3.3.1.13,UFCA,J0156,ESTRUTURA TIPO CFR (CONJUNTO TRIFÁSICO DE CHAVE FUSÍVEIS EM CRUZETA REBAIXADA),UN,"R$ 1.512,89","1,00","R$ 1.512,89","R$ 1.837,40",,,,,,
HEAD3,,9.3.3.1.14,UFCA,J0157,ESTRUTURA DE REDE DE DISTRIBUIÇÃO PADRÃO ENEL/CE TIPO N3 - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 813,37","1,00","R$ 813,37","R$ 987,83",,,,,,
HEAD3,,9.3.3.1.15,SINAPI,102108,"TRANSFORMADOR DE DISTRIBUIÇÃO, 300 KVA, TRIFÁSICO, 60 HZ, CLASSE 15 KV, IMERSO EM ÓLEO MINERAL, INSTALAÇÃO EM POSTE (NÃO INCLUSO SUPORTE) - FORNECIMENTO E INSTALAÇÃO. AF_12/2020",UN,"39.273,92","1,00","R$ 39.273,92","R$ 47.698,17",,,,,,
HEAD3,,9.3.3.1.16,SINAPI,102110,SUPORTE PARA TRANSFORMADOR EM POSTE DE CONCRETO DUPLO T - FORNECIMENTO E INSTALAÇÃO. AF_12/2020,UN,"173,00","1,00","R$ 173,00","R$ 210,10",,,,,,
HEAD2,,9.3.3.2,,,MALHA DE ATERRAMENTO,,,,,,,,,,,
HEAD3,,9.3.3.2.1,SINAPI,96977,"CORDOALHA DE COBRE NU 50 MM², ENTERRADA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",M,"56,20","38,10","R$ 2.141,22","R$ 2.600,51",,,,,,
HEAD3,,9.3.3.2.2,SINAPI,96985,"HASTE DE ATERRAMENTO, DIÂMETRO 5/8"", COM 3 METROS - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,"77,24","6,00","R$ 463,44","R$ 562,84",,,,,,
HEAD3,,9.3.3.2.3,UFCA,J0032,SOLDA EXOTÉRMICA,UN,"R$ 40,42","6,00","R$ 242,52","R$ 294,54",,,,,,
HEAD3,,9.3.3.2.4,SINAPI,97886,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M. AF_12/2020",UN,"169,97","3,00","R$ 509,91","R$ 619,28",,,,,,
HEAD3,,9.3.3.2.5,SINAPI,93358,ESCAVAÇÃO MANUAL DE VALA. AF_09/2024,M3,"87,42","3,08","R$ 268,81","R$ 326,46",,,,,,
HEAD3,,9.3.3.2.6,SINAPI,104737,"REATERRO MANUAL DE VALAS, COM PLACA VIBRATÓRIA. AF_08/2023",M3,"22,21","2,70","R$ 59,96","R$ 72,82",,,,,,
HEAD2,,9.3.4,,,REDE DE DISTRIBUIÇÃO AÉREA,,,,,,,,,,,
HEAD2,,9.3.4.1,,,AMPLIAÇÃO DA REDE DE DISTRIBUIÇÃO EM MÉDIA TENSÃO,,,,,,,,,,,
HEAD3,,9.3.4.1.1,UFCA,J0158,"CABO DE ALUMÍNIO SIMPLES, TIPO CAA, BITOLA 4 AWG - FORNECIMENTO E INSTALAÇÃO",M,"R$ 4,29","1008,00","R$ 4.324,32","R$ 5.251,88",,,,,,
HEAD3,,9.3.4.1.2,UFCA,J0183,"POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO B OU D",UN,"R$ 1.547,17","5,00","R$ 7.735,85","R$ 9.395,18",,,,,,
HEAD3,,9.3.4.1.3,UFCA,J0184,"POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 600 DAN, TIPO B",UN,"R$ 2.051,45","5,00","R$ 10.257,25","R$ 12.457,43",,,,,,
HEAD3,,9.3.4.1.4,UFCA,J0159,"REMOÇÃO DE POSTE 12 M, CARGA NOMINAL MENOR OU IGUAL A 1000 DAN, ENGASTAMENTO SIMPLES COM 1,8 M",UN,"R$ 205,57","1,00","R$ 205,57","R$ 249,66",,,,,,
HEAD3,,9.3.4.1.5,UFCA,J0160,"ESTRUTURA DE REDE DE DISTRIBUIÇÃO PADRÃO ENEL/CE TIPO N1, M1 OU B1 - FORNECIMENTO E INSTALAÇÃO",UN,"R$ 395,41","2,00","R$ 790,82","R$ 960,45",,,,,,
HEAD3,,9.3.4.1.6,UFCA,J0161,"ESTRUTURA DE REDE DE DISTRIBUIÇÃO PADRÃO ENEL/CE TIPO N2, M2 OU B2 - FORNECIMENTO E INSTALAÇÃO",UN,"R$ 717,73","3,00","R$ 2.153,19","R$ 2.615,04",,,,,,
HEAD3,,9.3.4.1.7,UFCA,J0162,ESTRUTURA DE REDE DE DISTRIBUIÇÃO PADRÃO ENEL/CE TIPO N4 - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 1.441,09","3,00","R$ 4.323,27","R$ 5.250,61",,,,,,
HEAD3,,9.3.4.1.8,UFCA,J0163,ESTRUTURA DE REDE DE DISTRIBUIÇÃO PADRÃO ENEL/CE TIPO N3.M3 OU N3.B3 - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 1.693,28","1,00","R$ 1.693,28","R$ 2.056,48",,,,,,
HEAD3,,9.3.4.1.9,UFCA,J0164,TRANSFORMAÇÃO DE ESTRUTURA DE REDE DE DISTRIBUIÇÃO PADRÃO ENEL/CE N3 EM N4 - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 945,57","1,00","R$ 945,57","R$ 1.148,39",,,,,,
HEAD3,,9.3.4.1.10,UFCA,J0165,"DESMONTAGEM E REMONTAGEM DE ESTRUTURA N3.M3CF, REUTILIZANDO TODO MATERIAL EXISTENTE (CRUZETAS, FERRAGENS, CHAVES FUSÍVEL, CABOS, ISOLADORES, ETC)",UN,"R$ 209,25","1,00","R$ 209,25","R$ 254,13",,,,,,
HEAD2,,9.3.4.2,,,AJUSTE NO CIRCUITO DE ILUMINAÇÃO VIÁRIA,,,,,,,,,,,
HEAD3,,9.3.4.2.1,UFCA,J0159,"REMOÇÃO DE POSTE 12 M, CARGA NOMINAL MENOR OU IGUAL A 1000 DAN, ENGASTAMENTO SIMPLES COM 1,8 M",UN,"R$ 205,57","4,00","R$ 822,28","R$ 998,65",,,,,,
HEAD3,,9.3.4.2.2,SINAPI,101636,"BRAÇO PARA ILUMINAÇÃO PÚBLICA, EM TUBO DE AÇO GALVANIZADO, COMPRIMENTO DE 1,50 M, PARA FIXAÇÃO EM POSTE DE CONCRETO - FORNECIMENTO E INSTALAÇÃO. AF_08/2020",UN,"156,66","8,00","R$ 1.253,28","R$ 1.522,10",,,,,,
HEAD3,,9.3.4.2.3,UFCA,J0168,REMOÇÃO E REINSTALAÇÃO DE LUMINÁRIA LED DE ALUMÍNIO POTÊNCIA 150 A 200W EM POSTE REUTILIZANDO OS CABOS INSTALADOS,UN,"R$ 162,49","8,00","R$ 1.299,92","R$ 1.578,75",,,,,,
HEAD3,,9.3.4.2.4,SINAPI,93008,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,"18,98","11,00","R$ 208,78","R$ 253,56",,,,,,
HEAD3,,9.3.4.2.5,SINAPI,93013,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"14,92","4,00","R$ 59,68","R$ 72,48",,,,,,
HEAD3,,9.3.4.2.6,SINAPI,97888,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M. AF_12/2020",UN,"515,38","2,00","R$ 1.030,76","R$ 1.251,85",,,,,,
HEAD3,,9.3.4.2.7,SINAPI,93358,ESCAVAÇÃO MANUAL DE VALA. AF_09/2024,M3,"87,42","2,95","R$ 257,80","R$ 313,09",,,,,,
HEAD3,,9.3.4.2.8,SINAPI,104737,"REATERRO MANUAL DE VALAS, COM PLACA VIBRATÓRIA. AF_08/2023",M3,"22,21","1,93","R$ 42,75","R$ 51,91",,,,,,
HEAD3,,9.3.4.2.9,SINAPI,91935,"CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"24,97","33,00","R$ 824,01","R$ 1.000,76",,,,,,
HEAD2,,9.4,,,SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFÉRICAS (SPDA),,,,,,,,,,,
HEAD2,,9.4.1,,,"CAIXAS, CABOS E ACESSÓRIOS",,,,,,,,,,,
HEAD3,,9.4.1.1,SINAPI,97881,"CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM CONCRETO PRÉ-MOLDADO, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,3X0,3X0,3 M. AF_12/2020",UN,"142,41","32,00","R$ 4.557,12","R$ 5.534,62",,,,,,
HEAD3,,9.4.1.2,SINAPI,96985,"HASTE DE ATERRAMENTO, DIÂMETRO 5/8"", COM 3 METROS - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,"77,24","51,00","R$ 3.939,24","R$ 4.784,20",,,,,,
HEAD3,,9.4.1.3,SINAPI,96977,"CORDOALHA DE COBRE NU 50 MM², ENTERRADA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",M,"56,20","558,00","R$ 31.359,60","R$ 38.086,23",,,,,,
HEAD3,,9.4.1.4,SINAPI,90105,"ESCAVAÇÃO MECANIZADA DE VALA COM PROFUNDIDADE ATÉ 1,5 M (MÉDIA MONTANTE E JUSANTE/UMA COMPOSIÇÃO POR TRECHO), RETROESCAV. (0,26 M3), LARGURA MENOR QUE 0,8 M, EM SOLO DE 1A CATEGORIA, LOCAIS COM BAIXO NÍVEL DE INTERFERÊNCIA. AF_09/2024",M3,"9,12","143,40","R$ 1.307,80","R$ 1.588,32",,,,,,
HEAD3,,9.4.1.5,SINAPI,93378,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA   DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",M3,"24,54","143,40","R$ 3.519,03","R$ 4.273,86",,,,,,
HEAD3,,9.4.1.6,UFCA,J0032,SOLDA EXOTÉRMICA,UN,"R$ 40,42","51,00","R$ 2.061,42","R$ 2.503,59",,,,,,
HEAD3,,9.4.1.7,UFCA,J0101,"BARRA DE AÇO REDONDA RE-BAR 3/8” x 3,00m",UN,"R$ 56,25","101,00","R$ 5.681,25","R$ 6.899,87",,,,,,
HEAD3,,9.4.1.8,UFCA,J0085,"CAIXA DE EQUIPOTENCIALIZAÇÃO EM  AÇO, COM 9 TERMINAIS",UN,"R$ 363,87","2,00","R$ 727,74","R$ 883,84",,,,,,
HEAD3,,9.4.1.9,UFCA,J0097,BARRA CHATA DE ALUMÍNIO 7/8”x 1/8”,M,"R$ 16,29","808,00","R$ 13.162,32","R$ 15.985,63",,,,,,
HEAD3,,9.4.1.10,UFCA,J0120,PARAFUSO INOX COM PORCA DE ¼”,UN,"R$ 5,88","808,00","R$ 4.751,04","R$ 5.770,13",,,,,,
HEAD3,,9.4.1.11,UFCA,J0123,SUPORTE ISOLADOR COLÁVEL/PARAFUSÁVEL PARA BARRA CHATA DE ALUMÍNIO,UN,"R$ 14,56","808,00","R$ 11.764,48","R$ 14.287,96",,,,,,
HEAD3,,9.4.1.12,SINAPI,96988,"MASTRO 1 ½"", COM 3 METROS, PARA SPDA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,"172,04","2,00","R$ 344,08","R$ 417,88",,,,,,
HEAD3,,9.4.1.13,SINAPI,96987,"BASE METÁLICA PARA MASTRO 1 ½""  PARA SPDA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,"127,11","2,00","R$ 254,22","R$ 308,75",,,,,,
HEAD3,,9.4.1.14,SINAPI,96973,"CORDOALHA DE COBRE NU 35 MM², NÃO ENTERRADA, COM ISOLADOR - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",M,"69,19","70,00","R$ 4.843,30","R$ 5.882,18",,,,,,
HEAD3,,9.4.1.15,UFCA,J0031,APARELHO SINALIZADOR DE OBSTÁCULOS C/CÉLULA FOTOELÉTRICA,UN,"R$ 166,28","2,00","R$ 332,56","R$ 403,89",,,,,,
HEAD3,,9.4.1.16,UFCA,J0098,"CONECTOR METÁLICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 50 MM2",UN,"R$ 19,64","60,00","R$ 1.178,40","R$ 1.431,16",,,,,,
HEAD3,,9.4.1.17,UFCA,J0205,SUPORTE GUIA SIMPLES PARA CORDOALHA DE COBRE,UN,"R$ 10,67","15,00","R$ 160,05","R$ 194,38",,,,,,
HEAD2,,9.5,,,QUADROS,,,,,,,,,,,
HEAD2,,9.5.1,,,QUADRO GERAL DE BAIXA TENSÃO – QGBT,,,,,,,,,,,
HEAD3,,9.5.1.1,UFCA,J0176,"QUADRO DE DISTRIBUIÇÃO GERAL BAIXA TENSÃO, C/ACESSÓRIOS- 1UN DE MEDIÇÃO - FORNECIMENTO E INSTALAÇÃO",UN,"R$ 1.803,64","1,00","R$ 1.803,64","R$ 2.190,52",,,,,,
HEAD3,,9.5.1.2,SINAPI,101899,"DISJUNTOR TERMOMAGNÉTICO TRIPOLAR , CORRENTE NOMINAL DE 600A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,"2.067,60","1,00","R$ 2.067,60","R$ 2.511,10",,,,,,
HEAD3,,9.5.1.3,SINAPI,101898,"DISJUNTOR TERMOMAGNÉTICO TRIPOLAR , CORRENTE NOMINAL DE 400A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,"1.296,66","1,00","R$ 1.296,66","R$ 1.574,79",,,,,,
HEAD3,,9.5.1.4,SINAPI,101895,"DISJUNTOR TERMOMAGNÉTICO TRIPOLAR , CORRENTE NOMINAL DE 125A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,"411,60","1,00","R$ 411,60","R$ 499,88",,,,,,
HEAD3,,9.5.1.5,SINAPI,101894,"DISJUNTOR TRIPOLAR TIPO NEMA, CORRENTE NOMINAL DE 60 ATÉ 100A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,"153,75","6,00","R$ 922,50","R$ 1.120,37",,,,,,
HEAD3,,9.5.1.6,SINAPI,101893,"DISJUNTOR TRIPOLAR TIPO NEMA, CORRENTE NOMINAL DE 10 ATÉ 50A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,"88,28","1,00","R$ 88,28","R$ 107,21",,,,,,
HEAD3,,9.5.1.7,UFCA,J0177,DISPOSITIVO DE PROTEÇÃO CONTRA SURTOS DE TENSÃO (DPS) - 40 KA/275V - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 115,18","4,00","R$ 460,72","R$ 559,54",,,,,,
HEAD3,,9.5.1.8,UFCA,J0152,TRANSFORMADOR DE CORRENTE EM QD - FAIXA 400 A 500/5A - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 188,01","3,00","R$ 564,03","R$ 685,01",,,,,,
HEAD3,,9.5.1.9,UFCA,J0178,MULTIMEDIDOR DE GRANDEZAS ELÉTRICAS - FORNECIMENTO E INSTALAÇÃO,UN,"R$ 2.846,33","1,00","R$ 2.846,33","R$ 3.456,86",,,,,,
HEAD3,,9.5.1.10,UFCA,J0148,TERMINAL A COMPRESSÃO PARA CABO DE 150 mm² A 240mm²,UN,"R$ 48,56","9,00","R$ 437,04","R$ 530,78",,,,,,
